batch_id,phase,wave,position_in_batch,annotation_item_id
B020,production,W2,33,F0930
B020,production,W2,34,F0933
B020,production,W2,35,F0934
B020,production,W2,36,F0935
B020,production,W2,37,F0937
B020,production,W2,38,F0938
B020,production,W2,39,F0940
B020,production,W2,40,F0941
B020,production,W2,41,F0942
B020,production,W2,42,F0943
B020,production,W2,43,F0944
B020,production,W2,44,F0945
B020,production,W2,45,F0946
B020,production,W2,46,F0947
B020,production,W2,47,F0948
B020,production,W2,48,F0949
B020,production,W2,49,F0950
B020,production,W2,50,F0951
B021,production,W3,1,F0952
B021,production,W3,2,F0953
B021,production,W3,3,F0954
B021,production,W3,4,F0955
B021,production,W3,5,F0956
B021,production,W3,6,F0957
B021,production,W3,7,F0958
B021,production,W3,8,F0959
B021,production,W3,9,F0960
B021,production,W3,10,F0961
B021,production,W3,11,F0962
B021,production,W3,12,F0964
B021,production,W3,13,F0965
B021,production,W3,14,F0966
B021,production,W3,15,F0967
B021,production,W3,16,F0968
B021,production,W3,17,F0969
B021,production,W3,18,F0970
B021,production,W3,19,F0971
B021,production,W3,20,F0972
B021,production,W3,21,F0973
B021,production,W3,22,F0974
B021,production,W3,23,F0975
B021,production,W3,24,F0976
B021,production,W3,25,F0977
B021,production,W3,26,F0978
B021,production,W3,27,F0979
B021,production,W3,28,F0980
B021,production,W3,29,F0981
B021,production,W3,30,F0982
B021,production,W3,31,F0983
B021,production,W3,32,F0984
B021,production,W3,33,F0985
B021,production,W3,34,F0986
B021,production,W3,35,F0987
B021,production,W3,36,F0988
B021,production,W3,37,F0989
B021,production,W3,38,F0990
B021,production,W3,39,F0991
B021,production,W3,40,F0992
B021,production,W3,41,F0993
B021,production,W3,42,F0994
B021,production,W3,43,F0995
B021,production,W3,44,F0996
B021,production,W3,45,F0997
B021,production,W3,46,F0998
B021,production,W3,47,F0999
B021,production,W3,48,F1001
B021,production,W3,49,F1002
B021,production,W3,50,F1003
B022,production,W3,1,F1004
B022,production,W3,2,F1005
B022,production,W3,3,F1006
B022,production,W3,4,F1007
B022,production,W3,5,F1008
B022,production,W3,6,F1009
B022,production,W3,7,F1010
B022,production,W3,8,F1011
B022,production,W3,9,F1012
B022,production,W3,10,F1013
B022,production,W3,11,F1014
B022,production,W3,12,F1015
B022,production,W3,13,F1016
B022,production,W3,14,F1017
B022,production,W3,15,F1018
B022,production,W3,16,F1019
B022,production,W3,17,F1020
B022,production,W3,18,F1021
B022,production,W3,19,F1022
B022,production,W3,20,F1023
B022,production,W3,21,F1024
B022,production,W3,22,F1025
B022,production,W3,23,F1026
B022,production,W3,24,F1027
B022,production,W3,25,F1028
B022,production,W3,26,F1029
B022,production,W3,27,F1030
B022,production,W3,28,F1031
B022,production,W3,29,F1032
B022,production,W3,30,F1033
B022,production,W3,31,F1034
B022,production,W3,32,F1035
B022,production,W3,33,F1036
B022,production,W3,34,F1037
B022,production,W3,35,F1039
B022,production,W3,36,F1040
B022,production,W3,37,F1041
B022,production,W3,38,F1042
B022,production,W3,39,F1043
B022,production,W3,40,F1044
B022,production,W3,41,F1045
B022,production,W3,42,F1046
B022,production,W3,43,F1047
B022,production,W3,44,F1048
B022,production,W3,45,F1049
B022,production,W3,46,F1050
B022,production,W3,47,F1051
B022,production,W3,48,F1052
B022,production,W3,49,F1053
B022,production,W3,50,F1054
B023,production,W3,1,F1055
B023,production,W3,2,F1056
B023,production,W3,3,F1057
B023,production,W3,4,F1058
B023,production,W3,5,F1059
B023,production,W3,6,F1060
B023,production,W3,7,F1061
B023,production,W3,8,F1062
B023,production,W3,9,F1064
B023,production,W3,10,F1065
B023,production,W3,11,F1066
B023,production,W3,12,F1067
B023,production,W3,13,F1068
B023,production,W3,14,F1069
B023,production,W3,15,F1070
B023,production,W3,16,F1071
B023,production,W3,17,F1072
B023,production,W3,18,F1073
B023,production,W3,19,F1074
B023,production,W3,20,F1075
B023,production,W3,21,F1076
B023,production,W3,22,F1077
B023,production,W3,23,F1078
B023,production,W3,24,F1079
B023,production,W3,25,F1080
B023,production,W3,26,F1081
B023,production,W3,27,F1082
B023,production,W3,28,F1083
B023,production,W3,29,F1084
B023,production,W3,30,F1085
B023,production,W3,31,F1087
B023,production,W3,32,F1088
B023,production,W3,33,F1089
B023,production,W3,34,F1090
B023,production,W3,35,F1091
B023,production,W3,36,F1092
B023,production,W3,37,F1093
B023,production,W3,38,F1094
B023,production,W3,39,F1095
B023,production,W3,40,F1096
B023,production,W3,41,F1097
B023,production,W3,42,F1098
B023,production,W3,43,F1099
B023,production,W3,44,F1100
B023,production,W3,45,F1101
B023,production,W3,46,F1102
B023,production,W3,47,F1103
B023,production,W3,48,F1104
B023,production,W3,49,F1105
B023,production,W3,50,F1106
B024,production,W3,1,F1107
B024,production,W3,2,F1108
B024,production,W3,3,F1109
B024,production,W3,4,F1110
B024,production,W3,5,F1111
B024,production,W3,6,F1112
B024,production,W3,7,F1113
B024,production,W3,8,F1114
B024,production,W3,9,F1115
B024,production,W3,10,F1116
B024,production,W3,11,F1117
B024,production,W3,12,F1118
B024,production,W3,13,F1119
B024,production,W3,14,F1120
B024,production,W3,15,F1121
B024,production,W3,16,F1122
B024,production,W3,17,F1123
B024,production,W3,18,F1124
B024,production,W3,19,F1125
B024,production,W3,20,F1126
B024,production,W3,21,F1128
B024,production,W3,22,F1129
B024,production,W3,23,F1132
B024,production,W3,24,F1134
B024,production,W3,25,F1135
B024,production,W3,26,F1136
B024,production,W3,27,F1137
B024,production,W3,28,F1138
B024,production,W3,29,F1139
B024,production,W3,30,F1140
B024,production,W3,31,F1141
B024,production,W3,32,F1142
B024,production,W3,33,F1143
B024,production,W3,34,F1144
B024,production,W3,35,F1145
B024,production,W3,36,F1146
B024,production,W3,37,F1147
B024,production,W3,38,F1148
B024,production,W3,39,F1149
B024,production,W3,40,F1150
B024,production,W3,41,F1151
B024,production,W3,42,F1152
B024,production,W3,43,F1153
B024,production,W3,44,F1154
B024,production,W3,45,F1155
B024,production,W3,46,F1156
B024,production,W3,47,F1157
B024,production,W3,48,F1158
B024,production,W3,49,F1159
B024,production,W3,50,F1160
B025,production,W3,1,F1161
B025,production,W3,2,F1162
B025,production,W3,3,F1163
B025,production,W3,4,F1164
B025,production,W3,5,F1165
B025,production,W3,6,F1166
B025,production,W3,7,F1167
B025,production,W3,8,F1168
B025,production,W3,9,F1169
B025,production,W3,10,F1170
B025,production,W3,11,F1171
B025,production,W3,12,F1172
B025,production,W3,13,F1173
B025,production,W3,14,F1174
B025,production,W3,15,F1175
B025,production,W3,16,F1176
B025,production,W3,17,F1177
B025,production,W3,18,F1178
B025,production,W3,19,F1179
B025,production,W3,20,F1180
B025,production,W3,21,F1181
B025,production,W3,22,F1182
B025,production,W3,23,F1184
B025,production,W3,24,F1185
B025,production,W3,25,F1186
B025,production,W3,26,F1187
B025,production,W3,27,F1188
B025,production,W3,28,F1189
B025,production,W3,29,F1190
B025,production,W3,30,F1191
B025,production,W3,31,F1192
B025,production,W3,32,F1193
B025,production,W3,33,F1194
B025,production,W3,34,F1195
B025,production,W3,35,F1196
B025,production,W3,36,F1197
B025,production,W3,37,F1198
B025,production,W3,38,F1199
B025,production,W3,39,F1200
B025,production,W3,40,F1201
B025,production,W3,41,F1203
B025,production,W3,42,F1205
B025,production,W3,43,F1206
B025,production,W3,44,F1207
B025,production,W3,45,F1208
B025,production,W3,46,F1209
B025,production,W3,47,F1210
B025,production,W3,48,F1211
B025,production,W3,49,F1212
B025,production,W3,50,F1213
B026,production,W3,1,F1214
B026,production,W3,2,F1215
B026,production,W3,3,F1216
B026,production,W3,4,F1217
B026,production,W3,5,F1218
B026,production,W3,6,F1220
B026,production,W3,7,F1221
B026,production,W3,8,F1222
B026,production,W3,9,F1223
B026,production,W3,10,F1224
B026,production,W3,11,F1225
B026,production,W3,12,F1226
B026,production,W3,13,F1227
B026,production,W3,14,F1228
B026,production,W3,15,F1229
B026,production,W3,16,F1230
B026,production,W3,17,F1231
B026,production,W3,18,F1232
B026,production,W3,19,F1233
B026,production,W3,20,F1234
B026,production,W3,21,F1235
B026,production,W3,22,F1236
B026,production,W3,23,F1237
B026,production,W3,24,F1238
B026,production,W3,25,F1239
B026,production,W3,26,F1240
B026,production,W3,27,F1241
B026,production,W3,28,F1242
B026,production,W3,29,F1243
B026,production,W3,30,F1244
B026,production,W3,31,F1245
B026,production,W3,32,F1246
B026,production,W3,33,F1247
B026,production,W3,34,F1248
B026,production,W3,35,F1249
B026,production,W3,36,F1250
B026,production,W3,37,F1251
B026,production,W3,38,F1252
B026,production,W3,39,F1253
B026,production,W3,40,F1254
B026,production,W3,41,F1255
B026,production,W3,42,F1256
B026,production,W3,43,F1257
B026,production,W3,44,F1258
B026,production,W3,45,F1259
B026,production,W3,46,F1260
B026,production,W3,47,F1261
B026,production,W3,48,F1262
B026,production,W3,49,F1263
B026,production,W3,50,F1264
B027,production,W3,1,F1266
B027,production,W3,2,F1268
B027,production,W3,3,F1270
B027,production,W3,4,F1271
B027,production,W3,5,F1272
B027,production,W3,6,F1273
B027,production,W3,7,F1274
B027,production,W3,8,F1275
B027,production,W3,9,F1276
B027,production,W3,10,F1277
B027,production,W3,11,F1278
B027,production,W3,12,F1279
B027,production,W3,13,F1280
B027,production,W3,14,F1282
B027,production,W3,15,F1283
B027,production,W3,16,F1284
B027,production,W3,17,F1285
B027,production,W3,18,F1286
B027,production,W3,19,F1287
B027,production,W3,20,F1288
B027,production,W3,21,F1290
B027,production,W3,22,F1291
B027,production,W3,23,F1292
B027,production,W3,24,F1293
B027,production,W3,25,F1294
B027,production,W3,26,F1295
B027,production,W3,27,F1296
B027,production,W3,28,F1297
B027,production,W3,29,F1298
B027,production,W3,30,F1299
B027,production,W3,31,F1300
B027,production,W3,32,F1301
B027,production,W3,33,F1302
B027,production,W3,34,F1303
B027,production,W3,35,F1304
B027,production,W3,36,F1305
B027,production,W3,37,F1306
B027,production,W3,38,F1307
B027,production,W3,39,F1308
B027,production,W3,40,F1309
B027,production,W3,41,F1310
B027,production,W3,42,F1311
B027,production,W3,43,F1312
B027,production,W3,44,F1314
B027,production,W3,45,F1315
B027,production,W3,46,F1316
B027,production,W3,47,F1317
B027,production,W3,48,F1318
B027,production,W3,49,F1320
B027,production,W3,50,F1321
B028,production,W3,1,F1322
B028,production,W3,2,F1323
B028,production,W3,3,F1324
B028,production,W3,4,F1325
B028,production,W3,5,F1326
B028,production,W3,6,F1327
B028,production,W3,7,F1328
B028,production,W3,8,F1329
B028,production,W3,9,F1330
B028,production,W3,10,F1331
B028,production,W3,11,F1332
B028,production,W3,12,F1333
B028,production,W3,13,F1334
B028,production,W3,14,F1335
B028,production,W3,15,F1336
B028,production,W3,16,F1337
B028,production,W3,17,F1338
B028,production,W3,18,F1339
B028,production,W3,19,F1340
B028,production,W3,20,F1341
B028,production,W3,21,F1342
B028,production,W3,22,F1344
B028,production,W3,23,F1345
B028,production,W3,24,F1346
B028,production,W3,25,F1347
B028,production,W3,26,F1348
B028,production,W3,27,F1349
B028,production,W3,28,F1350
B028,production,W3,29,F1351
B028,production,W3,30,F1352
B028,production,W3,31,F1354
B028,production,W3,32,F1355
B028,production,W3,33,F1356
B028,production,W3,34,F1357
B028,production,W3,35,F1358
B028,production,W3,36,F1359
B028,production,W3,37,F1360
B028,production,W3,38,F1361
B028,production,W3,39,F1362
B028,production,W3,40,F1363
B028,production,W3,41,F1364
B028,production,W3,42,F1365
B028,production,W3,43,F1366
B028,production,W3,44,F1368
B028,production,W3,45,F1369
B028,production,W3,46,F1370
B028,production,W3,47,F1371
B028,production,W3,48,F1372
B028,production,W3,49,F1374
B028,production,W3,50,F1375
B029,production,W3,1,F1376
B029,production,W3,2,F1377
B029,production,W3,3,F1378
B029,production,W3,4,F1379
B029,production,W3,5,F1380
B029,production,W3,6,F1381
B029,production,W3,7,F1382
B029,production,W3,8,F1383
B029,production,W3,9,F1384
B029,production,W3,10,F1386
B029,production,W3,11,F1389
B029,production,W3,12,F1390
B029,production,W3,13,F1391
B029,production,W3,14,F1392
B029,production,W3,15,F1393
B029,production,W3,16,F1394
B029,production,W3,17,F1396
B029,production,W3,18,F1397
B029,production,W3,19,F1398
B029,production,W3,20,F1399
B029,production,W3,21,F1400
B029,production,W3,22,F1401
B029,production,W3,23,F1402
B029,production,W3,24,F1403
B029,production,W3,25,F1404
B029,production,W3,26,F1406
B029,production,W3,27,F1407
B029,production,W3,28,F1408
B029,production,W3,29,F1409
B029,production,W3,30,F1410
B029,production,W3,31,F1411
B029,production,W3,32,F1412
B029,production,W3,33,F1413
B029,production,W3,34,F1414
B029,production,W3,35,F1415
B029,production,W3,36,F1416
B029,production,W3,37,F1417
B029,production,W3,38,F1418
B029,production,W3,39,F1419
B029,production,W3,40,F1420
B029,production,W3,41,F1421
B029,production,W3,42,F1422
B029,production,W3,43,F1423
B029,production,W3,44,F1424
B029,production,W3,45,F1425
B029,production,W3,46,F1426
B029,production,W3,47,F1427
B029,production,W3,48,F1428
B029,production,W3,49,F1429
B029,production,W3,50,F1430
B030,production,W4,1,F1431
B030,production,W4,2,F1432
B030,production,W4,3,F1433
B030,production,W4,4,F1434
B030,production,W4,5,F1435
B030,production,W4,6,F1436
B030,production,W4,7,F1437
B030,production,W4,8,F1438
B030,production,W4,9,F1439
B030,production,W4,10,F1440
B030,production,W4,11,F1441
B030,production,W4,12,F1442
B030,production,W4,13,F1443
B030,production,W4,14,F1444
B030,production,W4,15,F1445
B030,production,W4,16,F1446
B030,production,W4,17,F1447
B030,production,W4,18,F1448
B030,production,W4,19,F1449
B030,production,W4,20,F1450
B030,production,W4,21,F1451
B030,production,W4,22,F1452
B030,production,W4,23,F1455
B030,production,W4,24,F1456
B030,production,W4,25,F1457
B030,production,W4,26,F1458
B030,production,W4,27,F1459
B030,production,W4,28,F1460
B030,production,W4,29,F1461
B030,production,W4,30,F1462
B030,production,W4,31,F1463
B030,production,W4,32,F1464
B030,production,W4,33,F1465
B030,production,W4,34,F1466
B030,production,W4,35,F1467
B030,production,W4,36,F1468
B030,production,W4,37,F1469
B030,production,W4,38,F1470
B030,production,W4,39,F1471
B030,production,W4,40,F1472
B030,production,W4,41,F1473
B030,production,W4,42,F1474
B030,production,W4,43,F1475
B030,production,W4,44,F1476
B030,production,W4,45,F1477
B030,production,W4,46,F1478
B030,production,W4,47,F1479
B030,production,W4,48,F1480
B030,production,W4,49,F1481
B030,production,W4,50,F1482
B031,production,W4,1,F1484
B031,production,W4,2,F1485
B031,production,W4,3,F1486
B031,production,W4,4,F1488
B031,production,W4,5,F1489
B031,production,W4,6,F1490
B031,production,W4,7,F1491
B031,production,W4,8,F1492
B031,production,W4,9,F1493
B031,production,W4,10,F1494
B031,production,W4,11,F1495
B031,production,W4,12,F1496
B031,production,W4,13,F1498
B031,production,W4,14,F1499
B031,production,W4,15,F1500
B031,production,W4,16,F1501
B031,production,W4,17,F1502
B031,production,W4,18,F1503
B031,production,W4,19,F1504
B031,production,W4,20,F1507
B031,production,W4,21,F1508
B031,production,W4,22,F1509
B031,production,W4,23,F1510
B031,production,W4,24,F1511
B031,production,W4,25,F1512
B031,production,W4,26,F1513
B031,production,W4,27,F1514
B031,production,W4,28,F1515
B031,production,W4,29,F1516
B031,production,W4,30,F1517
B031,production,W4,31,F1518
B031,production,W4,32,F1519
B031,production,W4,33,F1520
B031,production,W4,34,F1522
B031,production,W4,35,F1523
B031,production,W4,36,F1524
B031,production,W4,37,F1525
B031,production,W4,38,F1526
B031,production,W4,39,F1527
B031,production,W4,40,F1528
B031,production,W4,41,F1529
B031,production,W4,42,F1530
B031,production,W4,43,F1531
B031,production,W4,44,F1532
B031,production,W4,45,F1533
B031,production,W4,46,F1534
B031,production,W4,47,F1535
B031,production,W4,48,F1536
B031,production,W4,49,F1537
B031,production,W4,50,F1538
B032,production,W4,1,F1539
B032,production,W4,2,F1540
B032,production,W4,3,F1541
B032,production,W4,4,F1542
B032,production,W4,5,F1543
B032,production,W4,6,F1544
B032,production,W4,7,F1545
B032,production,W4,8,F1546
B032,production,W4,9,F1547
B032,production,W4,10,F1548
B032,production,W4,11,F1549
B032,production,W4,12,F1550
B032,production,W4,13,F1551
B032,production,W4,14,F1552
B032,production,W4,15,F1553
B032,production,W4,16,F1554
B032,production,W4,17,F1555
B032,production,W4,18,F1556
B032,production,W4,19,F1557
B032,production,W4,20,F1558
B032,production,W4,21,F1559
B032,production,W4,22,F1560
B032,production,W4,23,F1561
B032,production,W4,24,F1562
B032,production,W4,25,F1563
B032,production,W4,26,F1564
B032,production,W4,27,F1565
B032,production,W4,28,F1566
B032,production,W4,29,F1567
B032,production,W4,30,F1568
B032,production,W4,31,F1569
B032,production,W4,32,F1570
B032,production,W4,33,F1571
B032,production,W4,34,F1572
B032,production,W4,35,F1573
B032,production,W4,36,F1574
B032,production,W4,37,F1575
B032,production,W4,38,F1576
B032,production,W4,39,F1577
B032,production,W4,40,F1578
B032,production,W4,41,F1579
B032,production,W4,42,F1580
B032,production,W4,43,F1581
B032,production,W4,44,F1582
B032,production,W4,45,F1583
B032,production,W4,46,F1584
B032,production,W4,47,F1585
B032,production,W4,48,F1586
B032,production,W4,49,F1587
B032,production,W4,50,F1588
B033,production,W4,1,F1589
B033,production,W4,2,F1590
B033,production,W4,3,F1593
B033,production,W4,4,F1594
B033,production,W4,5,F1595
B033,production,W4,6,F1596
B033,production,W4,7,F1597
B033,production,W4,8,F1598
B033,production,W4,9,F1599
B033,production,W4,10,F1600
B033,production,W4,11,F1601
B033,production,W4,12,F1602
B033,production,W4,13,F1603
B033,production,W4,14,F1604
B033,production,W4,15,F1605
B033,production,W4,16,F1606
B033,production,W4,17,F1607
B033,production,W4,18,F1608
B033,production,W4,19,F1610
B033,production,W4,20,F1611
B033,production,W4,21,F1612
B033,production,W4,22,F1613
B033,production,W4,23,F1614
B033,production,W4,24,F1615
B033,production,W4,25,F1616
B033,production,W4,26,F1617
B033,production,W4,27,F1618
B033,production,W4,28,F1619
B033,production,W4,29,F1620
B033,production,W4,30,F1621
B033,production,W4,31,F1622
B033,production,W4,32,F1623
B033,production,W4,33,F1624
B033,production,W4,34,F1625
B033,production,W4,35,F1626
B033,production,W4,36,F1627
B033,production,W4,37,F1628
B033,production,W4,38,F1629
B033,production,W4,39,F1630
B033,production,W4,40,F1631
B033,production,W4,41,F1632
B033,production,W4,42,F1633
B033,production,W4,43,F1634
B033,production,W4,44,F1635
B033,production,W4,45,F1636
B033,production,W4,46,F1638
B033,production,W4,47,F1639
B033,production,W4,48,F1640
B033,production,W4,49,F1641
B033,production,W4,50,F1643
B034,production,W4,1,F1644
B034,production,W4,2,F1645
B034,production,W4,3,F1646
B034,production,W4,4,F1647
B034,production,W4,5,F1648
B034,production,W4,6,F1649
B034,production,W4,7,F1650
B034,production,W4,8,F1651
B034,production,W4,9,F1652
B034,production,W4,10,F1653
B034,production,W4,11,F1654
B034,production,W4,12,F1655
B034,production,W4,13,F1656
B034,production,W4,14,F1657
B034,production,W4,15,F1658
B034,production,W4,16,F1659
B034,production,W4,17,F1660
B034,production,W4,18,F1661
B034,production,W4,19,F1662
B034,production,W4,20,F1663
B034,production,W4,21,F1664
B034,production,W4,22,F1665
B034,production,W4,23,F1666
B034,production,W4,24,F1667
B034,production,W4,25,F1668
B034,production,W4,26,F1669
B034,production,W4,27,F1671
B034,production,W4,28,F1672
B034,production,W4,29,F1673
B034,production,W4,30,F1674
B034,production,W4,31,F1675
B034,production,W4,32,F1676
B034,production,W4,33,F1677
B034,production,W4,34,F1678
B034,production,W4,35,F1679
B034,production,W4,36,F1680
B034,production,W4,37,F1681
B034,production,W4,38,F1682
B034,production,W4,39,F1683
B034,production,W4,40,F1684
B034,production,W4,41,F1685
B034,production,W4,42,F1686
B034,production,W4,43,F1687
B034,production,W4,44,F1688
B034,production,W4,45,F1689
B034,production,W4,46,F1690
B034,production,W4,47,F1691
B034,production,W4,48,F1692
B034,production,W4,49,F1693
B034,production,W4,50,F1694
B035,production,W4,1,F1695
B035,production,W4,2,F1696
B035,production,W4,3,F1697
B035,production,W4,4,F1698
B035,production,W4,5,F1699
B035,production,W4,6,F1700
B035,production,W4,7,F1701
B035,production,W4,8,F1702
B035,production,W4,9,F1703
B035,production,W4,10,F1704
B035,production,W4,11,F1705
B035,production,W4,12,F1706
B035,production,W4,13,F1707
B035,production,W4,14,F1708
B035,production,W4,15,F1709
B035,production,W4,16,F1710
B035,production,W4,17,F1711
B035,production,W4,18,F1712
B035,production,W4,19,F1713
B035,production,W4,20,F1714
B035,production,W4,21,F1715
B035,production,W4,22,F1716
B035,production,W4,23,F1717
B035,production,W4,24,F1718
B035,production,W4,25,F1720
B035,production,W4,26,F1721
B035,production,W4,27,F1723
B035,production,W4,28,F1724
B035,production,W4,29,F1725
B035,production,W4,30,F1726
B035,production,W4,31,F1727
B035,production,W4,32,F1728
B035,production,W4,33,F1729
B035,production,W4,34,F1730
B035,production,W4,35,F1731
B035,production,W4,36,F1732
B035,production,W4,37,F1733
B035,production,W4,38,F1734
B035,production,W4,39,F1735
B035,production,W4,40,F1736
B035,production,W4,41,F1737
B035,production,W4,42,F1738
B035,production,W4,43,F1739
B035,production,W4,44,F1740
B035,production,W4,45,F1741
B035,production,W4,46,F1742
B035,production,W4,47,F1743
B035,production,W4,48,F1744
B035,production,W4,49,F1746
B035,production,W4,50,F1747
B036,production,W4,1,F1748
B036,production,W4,2,F1749
B036,production,W4,3,F1750
B036,production,W4,4,F1751
B036,production,W4,5,F1752
B036,production,W4,6,F1753
B036,production,W4,7,F1754
B036,production,W4,8,F1755
B036,production,W4,9,F1756
B036,production,W4,10,F1757
B036,production,W4,11,F1758
B036,production,W4,12,F1759
B036,production,W4,13,F1760
B036,production,W4,14,F1761
B036,production,W4,15,F1762
B036,production,W4,16,F1763
B036,production,W4,17,F1764
B036,production,W4,18,F1765
B036,production,W4,19,F1766
B036,production,W4,20,F1767
B036,production,W4,21,F1768
B036,production,W4,22,F1769
B036,production,W4,23,F1770
B036,production,W4,24,F1771
B036,production,W4,25,F1772
B036,production,W4,26,F1774
B036,production,W4,27,F1775
B036,production,W4,28,F1776
B036,production,W4,29,F1777
B036,production,W4,30,F1778
B036,production,W4,31,F1779
B036,production,W4,32,F1780
B036,production,W4,33,F1781
B036,production,W4,34,F1782
B036,production,W4,35,F1783
B036,production,W4,36,F1784
B036,production,W4,37,F1785
B036,production,W4,38,F1786
B036,production,W4,39,F1787
B036,production,W4,40,F1788
B036,production,W4,41,F1790
B036,production,W4,42,F1791
B036,production,W4,43,F1792
B036,production,W4,44,F1793
B036,production,W4,45,F1794
B036,production,W4,46,F1795
B036,production,W4,47,F1796
B036,production,W4,48,F1797
B036,production,W4,49,F1798
B036,production,W4,50,F1799
