sample_id,source,track,philosophical_axis,source_id,group_id,upstream_category,upstream_figurative_type,upstream_phrase,upstream_foundation,upstream_label,upstream_annotation,source_url,original_container,original_member,selected_path,sha256,dhash,width,height,format,bytes,entropy,contrast,edge_strength,quality_score,semantic_score,keyword_hits,selection_reason,text_dependency,is_synthetic,rights_status,prior_pilot_sample_id,review_status
PHL1800_HL_0502,HL Dataset,boundary,insufficient_evidence,train_11737.png,HL:train_11737.png,HL_high_level_descriptions,,,,,"in a living room of a house；two brothers are sitting on the table at the dinning room.；in the home || two children are sitting by the side of a table on which a round cake is kept；they are looking to the birthday cake with excitement, and  one of them is about to blow the candle.；blow out the candles || they are waiting for their friends to come before cutting the cake；they are celebrating birthday.；in the birthday party || A couple of kids at a table with a cake.；two young kids are sitting down in front of a cake
；two little boys in front of a birthday cake；A boy blowing out birthday candles on a birthday cake.；Two small boys sitting at a table that has a cake with a candle on it.",,hl_dataset_export\train_images,train_11737.png,final_selection_1800/images/hl/PHL1800_HL_0502.png,67988f9a5a957f36c054da78893592a76fa5764a0262a135c47e644e2a2ec025,d5e5c494b4e6e470,640,425,PNG,436153,7.7379,57.7051,13.9589,16.9694,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0503,HL Dataset,boundary,insufficient_evidence,train_11859.png,HL:train_11859.png,HL_high_level_descriptions,,,,,on a beach；at a beach.；beach || they are looking at a cow；the cow is looking into the camera to inspect what's going on.；its on the beach || because there is a cow on the beach；it's wondering what the camera is and is curious about the person behind it.；enjoying holiday || A yak standing on a sandy ocean beach.；A cow staring at the camera standing on the beach；A large cow on a sandy beach by the water.；A lone cow is standing on the beach and looking at the camera.；A brown cow standing on top of a sandy beach near the ocean.,,hl_dataset_export\train_images,train_11859.png,final_selection_1800/images/hl/PHL1800_HL_0503.png,767f600039fa75fb88bdc4f73863737621eef775757e393cf7a4732eab7ee360,c8d8d8d89c9cc68f,640,480,PNG,509510,6.6757,30.3155,7.9564,14.592,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0504,HL Dataset,boundary,insufficient_evidence,train_4679.png,HL:train_4679.png,HL_high_level_descriptions,,,,,in the criket stadium；the picture is shot in a baseball field；this was taken at  a baseball field. || he handling a bat to accept the ball；he's hitting the ball really well；he is swinging the bat. || he try to batting a ball；he has done what he wanted；he wanta to hit the ball and run. || A batter and catcher in baseball game with other players watching.；A batter swings at a wild ball while the opposing team watches from their dugout.；A player in  a red helmet takes a swing.；A baseball player swinging a bat with the catcher behind him.；A baseball player swinging a bat on a field.,,hl_dataset_export\train_images,train_4679.png,final_selection_1800/images/hl/PHL1800_HL_0504.png,f2db666f19d2da6fac822b65b0dc3e0bc03f2f044be0b19f5d39c7c996af5f62,90cd85b998e8f2e0,640,427,PNG,494950,7.4923,48.7111,20.8075,16.9244,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0505,HL Dataset,boundary,insufficient_evidence,train_11436.png,HL:train_11436.png,HL_high_level_descriptions,,,,,in the home kitchen；in a house；this picture is taken in a customer's kitchen. || talking to someone；talking to someone；this man is explaining the maintenance he performed on the microwave. || he was talking until someone took the picture；he wants to talk to someone；he just fixed the microwave and is now updating the customer. || A man standing next to a microwave in a kitchen.；An older man is standing next to a microwave.；A man gestures over a microwave as he leans on a chair.；A man is leaning on a microwave  and holding onto a chair in a break room.；MAN STANDING IN A KITCHEN LEANING ACROSS A MICROWAVE,,hl_dataset_export\train_images,train_11436.png,final_selection_1800/images/hl/PHL1800_HL_0505.png,b971a9cb92aefea80f5128ad72e4548c4ffc11d1fc3f7c1e3e3918c07af45952,bfb79e8cad8dcdcd,640,480,PNG,600676,7.8041,65.5927,14.3222,17.6465,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0506,HL Dataset,boundary,insufficient_evidence,train_8082.png,HL:train_8082.png,HL_high_level_descriptions,,,,,"in a restaurant.；its taken on astreet；at an outdoor cafe. || she is getting breakfast.；the vendor his selling his wears；she is taking out some food. || she is going to have breakfast.；its a part of his job for a living；she is having breakfast. || A woman standing over a tray of food.；Fruit and other foods are in dishes on a large tray.；A woman getting food from a tray with fruit, cereal and juices.；A woman chooses her food from the tray.；Assorted food items displayed on large tray in outdoor deck area.",,hl_dataset_export\train_images,train_8082.png,final_selection_1800/images/hl/PHL1800_HL_0506.png,208b4ee91833906a1188f29ccc08b7b5f4aa49c62cff7e7270d5678ee5d00d0c,b1e1e95473b8b619,640,484,PNG,652050,7.9454,79.3684,32.2948,19.5828,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0507,HL Dataset,boundary,insufficient_evidence,train_10090.png,HL:train_10090.png,HL_high_level_descriptions,,,,,in a room；the picture is taken at bed room；hospital || he is adjusting；he is trying to cover with cloth.；wrapping up corpse || he is doing for a sleeping person；he is protecting from cold；so as to be able to take the corpse for burial || Grainy black and white picture of a man standing over a bed.；there is a man that is fixing a blanket；A man putting a blanket underneath a woman in a bed ；The attendant is straightening a bed while someone lies in it.；a man fixing a bed while someone sick is laying in it ,,hl_dataset_export\train_images,train_10090.png,final_selection_1800/images/hl/PHL1800_HL_0507.png,0570522aeb64c10a710e477e4f2806f493da0a53c1331c12daa208fb637342ca,78fce771f0f158e3,440,640,PNG,223174,7.5956,55.0206,19.3005,17.2442,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0508,HL Dataset,boundary,insufficient_evidence,train_9739.png,HL:train_9739.png,HL_high_level_descriptions,,,,,on a ski slope.；the picture is taken in a ski resort；at a ski resort || he's skiing.；he is skiing；he is skiing || he's doing this for fun.；skiing gets him complete stress relief；he is having fun || A man holding ski poles while standing on skis.；A skier trekking through the  fresh snow on skis；A person in black in the snow with ski poles.；A person walks up a mountain on skis.；a single person skiing down a snowy hill ,,hl_dataset_export\train_images,train_9739.png,final_selection_1800/images/hl/PHL1800_HL_0508.png,1ca2aaaf545ecd15b93c1a8f37f92c7ec837a6662a9a9b3d75f705578b6a6a7f,edd89b97198d9c12,640,361,PNG,324275,7.0617,44.6086,12.662,15.5601,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0509,HL Dataset,boundary,insufficient_evidence,test_850.png,HL:test_850.png,HL_high_level_descriptions,,,,,"in a cafeteria；in a restaurant；it is taken in the restaurant. || admiring the sandwich；he is looking at a food dish；he is drinking a soda. || because she is finding the sandwich very beautiful；he likes the food dish and want to capture the photo before eating it；he is thirsty. || A croissant sandwich on a white plate and a lady sitting at the table with a ""Coca Cola"" can with a green straw. ；A sandwich sitting on a white plate with drinks and a woman in the background. ；A table that has a sandwich and a soda on it.；A hamburger in between two croissants and a coke.；A very big tasty looking sandwich and a soda.",,hl_dataset_export\test_images,test_850.png,final_selection_1800/images/hl/PHL1800_HL_0509.png,cd89204e3391656b645401450303e30b53416fd35adf231a28057da422e2f951,fbdbc6d3b93c3c98,640,480,PNG,493752,7.8352,76.8089,19.4403,18.4445,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0510,HL Dataset,boundary,insufficient_evidence,test_1280.png,HL:test_1280.png,HL_high_level_descriptions,,,,,the picture is taken in the beach；on a beach.；in a beach. || a person is walking to the sea for surfing；he's relaxing.；he is taking photos of the beach. || surfing gives him tremendous pleasure；he is on vacation.；he wanted to upload some nice pictures to his social media. || An umbrella sitting on top of a sandy beach near the ocean.；An umbrella on the beach facing the ocean.；An open beach umbrella on a beach near the ocean.；An umbrella is set up on an empty beach.；An umbrella on a sandy beach by the ocean ,,hl_dataset_export\test_images,test_1280.png,final_selection_1800/images/hl/PHL1800_HL_0510.png,48658accc86d03ce3f999f9a388c85b78ff2ecd900fc010e687ac14dec8dbab6,fefefe7d3930d4f8,640,427,PNG,454125,6.2696,26.9473,6.9137,13.9461,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0511,HL Dataset,boundary,insufficient_evidence,train_3375.png,HL:train_3375.png,HL_high_level_descriptions,,,,,the picture is taken in the railway station；in the railway station；in a train station. || the train is in the stop；the train is stopped；it is pulling into a stop. || the passenger is going to enter in the train；the train is waiting for the signal；it has reached the end of the line. || A train engine with carts pulling into a station.；A blue train sits on a track at the station.；a train sits parked as a man walks in the distance ；A train rides up next to an empty platform.；A blue and yellow train driving down train tracks.,,hl_dataset_export\train_images,train_3375.png,final_selection_1800/images/hl/PHL1800_HL_0511.png,59e1e5cb1910c2f963381244e62e815141dc47b65d136827e0d401ce66c8b340,f6cfc9e2293f0c3e,640,480,PNG,547677,7.411,65.7391,18.8109,17.8321,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0512,HL Dataset,boundary,insufficient_evidence,test_1050.png,HL:test_1050.png,HL_high_level_descriptions,,,,,a car park；at a bus station.；on the street || standing next to a bus；he is standing next to the bus.；he's going to ride the bikes on the bus || they are getting their photograph taken standing next to a bus；he is currently on break.；it's his job || A double decker bus with 2 bikes and a man in front of it.；A double decker bus has a man and some bikes next to it.；A man stands next to a double-decker bus with bikes parked in front of it. ；A large bus and some bikes on a lot.；There are bicycles parked in front of a double decker bus.,,hl_dataset_export\test_images,test_1050.png,final_selection_1800/images/hl/PHL1800_HL_0512.png,19d41ec6b602bbadb149fac799f93f48388e7a0ba17f150c41be8444c72d4dc5,1f270f0f3bc90089,426,640,PNG,529423,7.7882,68.4187,23.6428,18.4001,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0513,HL Dataset,boundary,insufficient_evidence,test_465.png,HL:test_465.png,HL_high_level_descriptions,,,,,in the ocean；on a beach；the picture is taken on the sea || riding in the ocean；he is parachuting；he is playing water skating || he want to enjoy the weekend；it is for fun and his entertainment；water skating is sports || A person on a surfboard in the water.；a person riding a surf board with a parachute ；A person is holding onto a handle connected to a rope gliding on the water.；A man kiteboarding on top of a wave in the ocean.；A person in the water holding on the a handle with wires.,,hl_dataset_export\test_images,test_465.png,final_selection_1800/images/hl/PHL1800_HL_0513.png,53ea5896e05b6c795065d27d4f3b9807593f366e2f4690be9f1790aa785dbddc,d894b0393639d94c,640,426,PNG,419480,6.7541,40.3338,11.6005,15.3193,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0514,HL Dataset,boundary,insufficient_evidence,train_9571.png,HL:train_9571.png,HL_high_level_descriptions,,,,,the picture is taken from a canteen；the picture is taken in a house；in a cafeteria. || he is taking food；the boy is biting a snack；he is eating a sandwich. || he is taking food because he is hungry；he is very hungry；he is having lunch. || A young boy is enjoying what he is eating.；A little boy sitting at a table taking a big bite of a sandwich；A YOUNG BOY IS ENJOYING A MESSY 6IN SUB SANDWICH；A little boy eating a big sub sandwich.；A young boy eating a sub with his eyes closed. ,,hl_dataset_export\train_images,train_9571.png,final_selection_1800/images/hl/PHL1800_HL_0514.png,bd2607e2a526f3dc6254c7d16669c38d854e1e6380ae2efd0f83cd48d2766cad,bbf776bc7c199bc3,500,375,PNG,335315,7.6899,63.2125,10.3616,16.771,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0515,HL Dataset,boundary,insufficient_evidence,train_7851.png,HL:train_7851.png,HL_high_level_descriptions,,,,,at a baseball field；this picture was taken from the play ground.；in a large baseball stadium || they are playing baseball；they are playing.；players are warming up || they play in a championship；they are on match.；they want to be ready for this game || Two baseball batters are near the catcher and the umpire.；the baseball batter has hit the baseball with his bat；A baseball player swinging his bat during a game.  ；A baseball player swings at the ball and another player warms up；there are many baseball players that are playing in a game,,hl_dataset_export\train_images,train_7851.png,final_selection_1800/images/hl/PHL1800_HL_0515.png,8d59201f4d5e26e04a4afb8b1bdf14d2a42e937be6298a22cc77de7e63ee06af,c0cc322886c0c481,640,360,PNG,464803,7.5076,55.2871,25.7352,17.4618,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0516,HL Dataset,boundary,insufficient_evidence,train_6990.png,HL:train_6990.png,HL_high_level_descriptions,,,,,photo taken on the ocean coast with good waves；it was taken on a beach；on the ocean or sea. || subject rides a board between two wave crests；she is surfing；they are surfboarding. || subject enjoys walking on water with steady but low waves；she is doing it for sport；they are practicing how to surfboard. || A person riding a surfboard in the ocean.；A person is surfing on small waves in the ocean.；A woman is riding an ocean wave on a surfboard.；Two women on surfboards are riding the waves；A man riding a wave on top of a surfboard.,,hl_dataset_export\train_images,train_6990.png,final_selection_1800/images/hl/PHL1800_HL_0516.png,5ffde1091456a11abe4f536a7b197f89007da6137a30b4427f0b3f97db07c779,f0f0f0e8ad6d352a,640,427,PNG,415575,7.0881,44.8946,11.717,15.7527,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0517,HL Dataset,boundary,insufficient_evidence,train_1299.png,HL:train_1299.png,HL_high_level_descriptions,,,,,this is at a podium.；it is taken in a press room.；the picture is taken at the white house || he is giving a speech.；he is speaking to reporters.；he is standing in front of mike || he is participating in a summit.；he has information to give them.；he is giving a speech for audience || A man standing in front of a microphone at a podium.；Two men looking very bored with their politics.；A man is speaking into a microphone at a podium.；A man speaks with two flags in front of him.；a man in a red tie at a podium a microphone and small flags,,hl_dataset_export\train_images,train_1299.png,final_selection_1800/images/hl/PHL1800_HL_0517.png,07b8b1838edcad1dfe08e0bb9a787d23ef8da7b02262064f62bf949049c1bb86,08b464e0e0e2fbb5,640,480,PNG,473058,5.6993,38.2269,9.8247,14.699,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0518,HL Dataset,boundary,insufficient_evidence,train_824.png,HL:train_824.png,HL_high_level_descriptions,,,,,"in a store；the picture has been shot in an exhibition；in the stationary shop. || he is holding scissors；the person has displayed a variety of products；she is holding the scissor. || to show it；he derives enormous pleasure by doing so；she is going to buy this scissor. || A long pair of purple scissors in case in a store.；Someone holding up a pair of large scissors.；A pair of scissors in a persons hand in a package.；A person holds up an extremely long pair of scissors.；The packaged, purple handled scissors with extremely long blades are held to display.",,hl_dataset_export\train_images,train_824.png,final_selection_1800/images/hl/PHL1800_HL_0518.png,b9b746ba6eae4e3ca3ec4f27bcf8662c0039a04ff98f32953f0494c31f05244a,f36472f2e3e32363,375,500,PNG,338400,7.5887,59.6362,17.3312,17.1025,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0519,HL Dataset,boundary,insufficient_evidence,train_10482.png,HL:train_10482.png,HL_high_level_descriptions,,,,,"on a ski slope.；in a steel iron in the snow；the picture is took of ice mountain || pulling a trick on a snowboard.；he's on top of an iron in the snow；he is skate border || he is on holiday at a ski resort.；because that's what he likes to do, to venture out；he is get training and enjoying then hobby || A person riding a snow board on top of metal rail.；A snowboarder performs a trick on a snowy hill.；A woman that is on a snowboard on a rail.；The snowboarder is trying his trick on the rail.；A person riding down a pole on their snowboard.",,hl_dataset_export\train_images,train_10482.png,final_selection_1800/images/hl/PHL1800_HL_0519.png,b86ec6c4d2edfce5564e8587a98099f3f1e0f886ab0ba107f9e2016013452887,664dcb580e81c9c1,640,431,PNG,406382,6.7616,57.8692,10.8302,16.2498,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0520,HL Dataset,boundary,insufficient_evidence,train_2233.png,HL:train_2233.png,HL_high_level_descriptions,,,,,"at their home.；in the living room.；in a room || taking a selfie featuring their pet.；he's taking pictures with the dog.；a man is looking at something as is his dog || to show them and their dog.；he wants to post the photos online.；it is following its master || A person and a small dog staring at the camera.；A MAN IS SITTIGN ON THE COUCH WITH A DOG；Small dog sitting on top of a couch next to a person. ；A sepia photo of a dog standing next to man,；A man and a small dog on a couch.",,hl_dataset_export\train_images,train_2233.png,final_selection_1800/images/hl/PHL1800_HL_0520.png,8cb9859f71d34a8b31583b72f82c3d4ed6fc1e8a93f8d8489e403a68cab35028,353b3633f1b8eac5,480,640,PNG,301113,6.0612,80.3403,11.5491,16.8999,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0521,HL Dataset,boundary,insufficient_evidence,train_10650.png,HL:train_10650.png,HL_high_level_descriptions,,,,,in a beach；at the beach；picture is taken on asea shore || they are going for a walk；he is surfing；he returning back after a water sport wih his raft || they are enjoying the water；on a holiday；he enjoys sporting activity || A man walking with a dog on a beach with a surfboard.；Man walking from ocean with surfboard in hand and dog walking on beach；The man is carrying a surfboard behind a dog on the beach.；A surfer walking across the beach with his board and his dog；A man in a full wet suit with a surfboard under his arm and a dog in front of him on the beach.,,hl_dataset_export\train_images,train_10650.png,final_selection_1800/images/hl/PHL1800_HL_0521.png,50524fb84997ae8a16706c4eb2ee1fbb0467f90599d8c5347e1493679fe8279f,3029c0c2cdd98972,640,478,PNG,415022,6.9178,39.3244,14.1039,15.7198,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0522,HL Dataset,boundary,insufficient_evidence,train_10104.png,HL:train_10104.png,HL_high_level_descriptions,,,,,"in kitchen；it is taken in a kitchen.；at the restaurant || preparing food；she is getting food.；he is making food || to get good nutrition；she is hungry.；because he enjoys it || Someone getting food from plates with a bunch of different foods on them；A buffet filled with different types of pizza.；A pair of hands holds tongs above plates of food. ；This is a collection of delicious looking food.；Different foods, including pizza displayed for eating and a person with tongs serving the food.",,hl_dataset_export\train_images,train_10104.png,final_selection_1800/images/hl/PHL1800_HL_0522.png,ca5c34ed475e8f95efa8f3f91b59bebb09acc499173315a31c98056c34cb477c,e5e76decee3e2e38,640,478,PNG,624580,7.7189,68.5057,29.282,19.0064,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0523,HL Dataset,boundary,insufficient_evidence,train_3632.png,HL:train_3632.png,HL_high_level_descriptions,,,,,"this picture was taken at a banquet hall.；at home party；in the party || he is cutting a cake.；he is going to cut a cake with their friends and relatives；he is cutting the cake || he is celebrating his retirement from his employer.；he is celebrating his birthday；he is enjoying with friends || A man slicing a cake with a crown on top of it.；A man cutting a cake that has a crown on the top.；A man in a suit and tie is cutting a cake.；A man is cutting a cake to celebrate hsi reelectio,；A man cutting a cake that is shaped like a crown.",,hl_dataset_export\train_images,train_3632.png,final_selection_1800/images/hl/PHL1800_HL_0523.png,a29220bc8a1c5f5be1a875e737e6890f0ebd0d4ca9a73c0b1798019f37469b03,527273456273c1cf,640,427,PNG,373519,7.0566,51.2952,13.9137,16.2756,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0524,HL Dataset,boundary,insufficient_evidence,test_1418.png,HL:test_1418.png,HL_high_level_descriptions,,,,,in a ground；this picture taken in beach；a skate park. || he is skating；he was playing in water；skating. || he is in trip；that is entertainment；for the thrill and for fun. || A man doing a trick on his skateboard that's upside down.；A man making a jump on a skate board.；The skateboarder is attempting a challenging move on the ramp..；A man is performing a skateboard trick on an outdoor ramp.；A man doing a trick on a skateboard on a ramp.,,hl_dataset_export\test_images,test_1418.png,final_selection_1800/images/hl/PHL1800_HL_0524.png,53851dbd3ff2c95f353103ec82adc42019d861c92d90062c7196650c54c79232,c8dcb0ee038e9c80,426,640,PNG,339654,7.008,77.29,11.3045,17.1807,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0525,HL Dataset,boundary,insufficient_evidence,train_2500.png,HL:train_2500.png,HL_high_level_descriptions,,,,,at the restaurant；at the restaurant.；out seating of a restaurant || they are eating pizza；he is eating pizza.；taking a  photo of their pizza || because he likes pizza；he is having lunch.；for social media purposes || a well cooked pizza in a white plate ready to be eaten；Two pizzas with missing slices sitting on a table.；Pizza on plates on a table outdoors ；Two cheese pizzas sit on a wood table with forks and knives.；a close up of pizza on plates on a table,,hl_dataset_export\train_images,train_2500.png,final_selection_1800/images/hl/PHL1800_HL_0525.png,ceaf5e12fd5daf52ad9b8016c3e776890bd3c3f9dcc3ab978948d445de7e8e4e,cb0b0e481022d2c1,640,426,PNG,523359,7.722,70.4868,24.95,18.5908,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0526,HL Dataset,boundary,insufficient_evidence,train_10443.png,HL:train_10443.png,HL_high_level_descriptions,,,,,in a baseball field in the 50's；this picture was taken from the ground.；this picture was taken at a baseball field. || they are playing baseball；they are playing.；the subject is sliding in to base. || it's their job: they are professional players.；it was a match.；he is trying to win the game. || Some baseball players are on the home plate.；An old Dodgers baseball game with a player sliding into home plate.；A group of baseball players playing baseball on a field.；Framed black and white picture of a Dodger sliding into home.；A man sliding into a home plate with a baseball uniform on.,,hl_dataset_export\train_images,train_10443.png,final_selection_1800/images/hl/PHL1800_HL_0526.png,1a161acfe0dcaa2cff8a422b63e0e381d97a72dea0b339c86d38e825a905adc1,f4fcf8e864647cf4,640,480,PNG,572636,6.5747,26.3873,11.4681,14.6159,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0527,HL Dataset,boundary,insufficient_evidence,train_6162.png,HL:train_6162.png,HL_high_level_descriptions,,,,,on a beach；on the beach；in a beach || getting ready to go into the sea；he is getting ready to enter the water；they are surfboarding || surf training；to surf and have fun；they enjoy surfboarding || Two surfers are holding their boards looking at the waves coming in.；Two men in black wetsuits are on the beach with white surfboards.；Two men holding surfboards while standing in the ocean.；Two surfers are walking on the beach into the waves.；Two surfers at the beach walking into the waves.,,hl_dataset_export\train_images,train_6162.png,final_selection_1800/images/hl/PHL1800_HL_0527.png,d40c58694b1f145f0af0dc1cdb4c275cec7d8894979210dbd26a6f0c5de79d55,0684155a5bd81018,640,425,PNG,467987,7.5527,57.3724,17.7796,17.1767,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0528,HL Dataset,boundary,insufficient_evidence,train_7920.png,HL:train_7920.png,HL_high_level_descriptions,,,,,in a street.；at an intersection with stoplights.；it is taken in wisconsin on the street. || they are driving.；they are waiting for the light to turn green.；the cars are stopped at the light. || because they are going home.；they have to stop when the light is red.；they are waiting for the light to turn green. || The street sign is clearly visible for us to see. ；A host of vehicles at a traffic light waiting.；Some cars are parked on a red light on the streets. ；A traffic light and several cars in an intersection.；Cars with lights on driving down a country highway. ,,hl_dataset_export\train_images,train_7920.png,final_selection_1800/images/hl/PHL1800_HL_0528.png,c73fd6744a902dc43d560eb57310494071a4b81a4b456caa03d13355446dddec,873232c991b1d366,640,480,PNG,508652,7.5436,59.3137,16.3331,17.335,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0529,HL Dataset,boundary,insufficient_evidence,train_2865.png,HL:train_2865.png,HL_high_level_descriptions,,,,,in the jungle.；in the forest area；in the forest. || it is hidden behind the bushes.；he is looking picture；it is standing in front of the water. || it is afraid of men.；he wanted to click；to drink water. || AN ELEPHANT IS COMING OUT FROM A TROPICAL AREA TO THE WATERS EDGE；an elephant in the middle of a forest；A life sized sculpture of a tusked elephant in greenery ；An elephant looks out from a jungle of bamboo and palm trees.；A ELEPHANT IS IN THE JUNGLE NEAR THE WATER ,,hl_dataset_export\train_images,train_2865.png,final_selection_1800/images/hl/PHL1800_HL_0529.png,feb4615c2cefa555c4d98e846330bec8d06cedf48e9d319dd637e2c8323742fa,16929894c1c1d1d1,640,480,PNG,708630,7.5463,56.1723,34.8578,18.7055,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0530,HL Dataset,boundary,insufficient_evidence,train_7449.png,HL:train_7449.png,HL_high_level_descriptions,,,,,this picture was taken from the room.；in a kitchen；the picture is taken in the house || she was posing for a photo.；she is holding a teddy bear；she is talking with his toys || she want a photo.；she likes it；she is giving pose with histoys || A girl with glasses is holding a teddy bear in the kitchen.；An adorable woman holding a brown teddy bear in her hands.；A young woman holding an old teddy bear；A woman holding a teddy bear by a table；Girl with glasses holding on to a teddy bear.,,hl_dataset_export\train_images,train_7449.png,final_selection_1800/images/hl/PHL1800_HL_0530.png,887d824b35b6e1e87eba808f21450e394b0f1a7887454438dc523bf00b6e6e52,97d696d7ddd59dbb,500,375,PNG,291258,7.8061,70.1703,14.9052,17.5943,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
PHL1800_HL_0531,HL Dataset,boundary,insufficient_evidence,train_9278.png,HL:train_9278.png,HL_high_level_descriptions,,,,,in a skii run；picture is taken from the downward；at a ski resort || he's snowboarding；person is snowing；he is snowboarding || because it's winter and he loves doing it；person is doing for enjoyment；they are enjoying their sport || A man flying through the air riding a snowboard.；A snowboarder jumps over the camera in the snow. ；We are looking up at a snowboarder going over.；A snowboarder is doing a trick as he flies through the air.；A snowboarder is jumping and turning in the air.,,hl_dataset_export\train_images,train_9278.png,final_selection_1800/images/hl/PHL1800_HL_0531.png,4f75cba09fb86414a85de2eed0ae3e7ff28eb71edfb656e8482717c3a2b99cab,074fcbc38689534e,640,426,PNG,391377,7.4114,58.2788,14.4038,16.8784,0.0,,ordinary_visually_self_contained_scene_selected_as_overinterpretation_control,low,false,source_dataset_terms_review_required,,AI_audited_selected_pending_two_independent_human_reviews
