actual_format,actual_height,actual_sha256,actual_width,annotation_exists,annotation_item_id,annotation_method,archive_member_found,archive_member_match_method,archive_member_matches_sha256,archive_member_matches_size_crc,archive_resolved_member,caption_shape_ok,csv_item_json_exact,decode_ok,dimensions_match_manifest,extracted_sha256,extracted_source_exists,file_name,filename_pattern_ok,formal_gold,format_matches_manifest,hl_annotation_row_found,hl_upstream_annotation_exact,image_exists,item_json_exists,luma_stddev,mean_luma,reference_coverage,reference_jaccard,review_issues,review_verdict,sample_id,sample_id_matches_filename,selected_matches_extracted_sha256,semantic_risk_reasons,sha256_matches_manifest,source,source_id,track
PNG,640,455d3e3ad0c8c62d08abb6d6216dda463e257cbec07ef2cf17e4ef99387a3f56,480,True,F0012,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,455d3e3ad0c8c62d08abb6d6216dda463e257cbec07ef2cf17e4ef99387a3f56,True,PHL1800_HL_0343.png,True,False,True,True,True,True,True,56.968,117.874,0.4,0.0791,,accept,PHL1800_HL_0343,True,True,specific_OCR_claim,True,HL Dataset,train_5105.png,positive
PNG,361,d042e96dafc977c23c98ea6ebf1f643a8f4d76072433a637a3f70d9de6bd7282,640,True,F0944,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,d042e96dafc977c23c98ea6ebf1f643a8f4d76072433a637a3f70d9de6bd7282,True,PHL1800_HL_0344.png,True,False,True,True,True,True,True,46.717,102.463,0.3529,0.0779,,accept,PHL1800_HL_0344,True,True,,True,HL Dataset,train_11337.png,positive
PNG,401,3681b1c43668f9dced9e38240cef90a10737830849e80968cc4646500c617a34,640,True,F1360,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,3681b1c43668f9dced9e38240cef90a10737830849e80968cc4646500c617a34,True,PHL1800_HL_0345.png,True,False,True,True,True,True,True,55.911,115.229,0.4615,0.0736,Candidate incorrectly states six pedestrians; image shows five. Candidate incorrectly describes a blue pickup as a blue sedan. Candidate incorrectly claims five manhole covers; image shows four.,revised_after_review,PHL1800_HL_0345,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_12471.png,positive
PNG,640,94b53a8a389d44e47c1fc2cec7e246264938aff08442a03ef2a6eacebf04ae15,480,True,F0021,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,94b53a8a389d44e47c1fc2cec7e246264938aff08442a03ef2a6eacebf04ae15,True,PHL1800_HL_0346.png,True,False,True,True,True,True,True,42.484,48.922,0.303,0.0532,,accept,PHL1800_HL_0346,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_2672.png,positive
PNG,361,3e74e6785e2b6fe209cfe71df1fa392740c52628f7afaaf4b62c7f412f68dc57,640,True,F1772,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,3e74e6785e2b6fe209cfe71df1fa392740c52628f7afaaf4b62c7f412f68dc57,True,PHL1800_HL_0347.png,True,False,True,True,True,True,True,61.363,136.262,0.4615,0.067,Incorrect count of pedestrians: candidate states 'three pedestrians on the left sidewalk' but image shows at least four distinct individuals on sidewalks; 'one person in dark clothing near bus' is not clearly visible as a separate entity from other pedestrians.,revised_after_review,PHL1800_HL_0347,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,test_925.png,positive
PNG,640,a94443c99f943778e4b31bf80825e73112f1e509d07a0d4afa8c1230fa2aa2cf,434,True,F1648,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,a94443c99f943778e4b31bf80825e73112f1e509d07a0d4afa8c1230fa2aa2cf,True,PHL1800_HL_0348.png,True,False,True,True,True,True,True,54.869,95.731,0.3214,0.0526,,accept,PHL1800_HL_0348,True,True,explicit_visual_uncertainty,True,HL Dataset,train_1789.png,positive
PNG,640,e3f6fa7620a9761a3b12dbd6461e00a075ebb41896e926d713c2b3d35fa762a1,478,True,F1295,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,e3f6fa7620a9761a3b12dbd6461e00a075ebb41896e926d713c2b3d35fa762a1,True,PHL1800_HL_0349.png,True,False,True,True,True,True,True,67.91,115.03,0.2051,0.0476,,accept,PHL1800_HL_0349,True,True,,True,HL Dataset,train_5454.png,positive
PNG,612,3cefd8bbef4917088ed94e26650090d8dba7ca897d5be41c4c6c49676b243b2a,612,True,F1573,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,3cefd8bbef4917088ed94e26650090d8dba7ca897d5be41c4c6c49676b243b2a,True,PHL1800_HL_0350.png,True,False,True,True,True,True,True,61.151,93.121,0.35,0.0903,,accept,PHL1800_HL_0350,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_7686.png,positive
PNG,375,fd940b815ba9fcd63a39338d9cd846d477c1b3eaea28be3c51056b01c36e581f,500,True,F1664,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,fd940b815ba9fcd63a39338d9cd846d477c1b3eaea28be3c51056b01c36e581f,True,PHL1800_HL_0351.png,True,False,True,True,True,True,True,72.402,76.178,0.3784,0.094,"Incorrect count of people in the white van (described as one driver but two are visible in the mirror reflection); inaccurate color of the bus (green instead of dark green/gray); missing text details on the white van (partial branding and sticker); unsupported claim about the driver’s hands (no clear visual evidence of hands near the steering wheel); overinterpretation of the spare tire text (only 'PUR' is visible, not full context)",revised_after_review,PHL1800_HL_0351,True,True,specific_OCR_claim,True,HL Dataset,train_663.png,positive
PNG,424,2aa18fa1d5247cd1a4b501af45e0f69511d32fa3d3fa336b567c484476e70455,640,True,F0192,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,2aa18fa1d5247cd1a4b501af45e0f69511d32fa3d3fa336b567c484476e70455,True,PHL1800_HL_0352.png,True,False,True,True,True,True,True,69.684,115.721,0.1961,0.0595,"Incorrect license plate text: 'H-10-E' should be 'H-10-18' (visible in image). | Inaccurate driver description: driver wears a dark shirt, not blue short-sleeved; left arm on window frame is plausible but not confirmed as 'resting'. | Missing person count: at least 6 people (2 on rear, 4+ inside) should be specified instead of 'at least four passengers'. | Redundant object description: 'metal step platform with two horizontal bars and a vertical support bar' is already covered by 'rear bumper has a metal step platform'. | Philosophy interpretation P2's smoke source is unsupported; 'labor_technology' and 'ethics_responsibility' are overreaching without clear link to truck.",revised_after_review,PHL1800_HL_0352,True,True,,True,HL Dataset,train_6205.png,positive
PNG,500,ca9cb58227f6765a30f9ef6a4036ec4eff598f739b36f928b5d14d457c61ec99,358,True,F1331,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,ca9cb58227f6765a30f9ef6a4036ec4eff598f739b36f928b5d14d457c61ec99,True,PHL1800_HL_0353.png,True,False,True,True,True,True,True,43.403,151.032,0.2195,0.0511,"Incorrect count of people (candidate claims 'a second person, partially obscured behind the woman' but no such person is visible); 'cross-legged' is inaccurate (man sits with one leg bent, foot on ground); 'rolled-up blue jeans' is inaccurate (jeans are cuffed above ankle, not rolled); 'pink sandals' is inaccurate (woman wears flip-flops); 'partially obscured' is unsupported (no second person exists)",revised_after_review,PHL1800_HL_0353,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_8705.png,positive
PNG,640,abd15aa705f55f2e9bb9958d6fb1d3909e4d6b286e6c77a518136e6ef8ddbe82,480,True,F0987,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,abd15aa705f55f2e9bb9958d6fb1d3909e4d6b286e6c77a518136e6ef8ddbe82,True,PHL1800_HL_0354.png,True,False,True,True,True,True,True,54.087,120.81,0.2941,0.0559,,accept,PHL1800_HL_0354,True,True,explicit_visual_uncertainty,True,HL Dataset,train_332.png,positive
PNG,400,7d7bcf2fd8c46d0c590dc2bfee32be586973b8c42e22b6b207a0e0bdb7377158,597,True,F1065,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,7d7bcf2fd8c46d0c590dc2bfee32be586973b8c42e22b6b207a0e0bdb7377158,True,PHL1800_HL_0355.png,True,False,True,True,True,True,True,75.013,117.025,0.1515,0.0327,,accept,PHL1800_HL_0355,True,True,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty,True,HL Dataset,train_10233.png,positive
PNG,427,4326679eab7ed90a730e678082c7526d092cc0b67a896b82fa6c09c012307137,640,True,F0388,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,4326679eab7ed90a730e678082c7526d092cc0b67a896b82fa6c09c012307137,True,PHL1800_HL_0356.png,True,False,True,True,True,True,True,60.668,128.201,0.234,0.0564,"Incorrect count of people (14 vs. actual ~10), misidentified truck brand (WABCO vs. WAF), and inaccurate object details (e.g., white sign text described as unreadable when not visible)",revised_after_review,PHL1800_HL_0356,True,True,precise_count_claim;explicit_visual_uncertainty,True,HL Dataset,train_4794.png,positive
PNG,640,fdd85d1146b4ba0e66273f7e1fc30d36826e1d914d5df2d09f3de805534c2e30,480,True,F0138,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,fdd85d1146b4ba0e66273f7e1fc30d36826e1d914d5df2d09f3de805534c2e30,True,PHL1800_HL_0357.png,True,False,True,True,True,True,True,62.618,123.599,0.2105,0.051,"The action caption incorrectly states all three traffic light colors are illuminated simultaneously; the image shows red and amber lit on one signal and red and green on the other, not all three colors at once. | The object caption about the sign’s uppermost word being illegible is inaccurate—‘DIXON’S’ is partially visible above ‘LIVE JAZZ’ on the sign.",revised_after_review,PHL1800_HL_0357,True,True,specific_OCR_claim,True,HL Dataset,train_701.png,positive
PNG,424,9ac25246ba5dbed1771dd822e9c7d4cf58ef2c790aed8c82c71892d2eaa18ea2,640,True,F1732,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,9ac25246ba5dbed1771dd822e9c7d4cf58ef2c790aed8c82c71892d2eaa18ea2,True,PHL1800_HL_0358.png,True,False,True,True,True,True,True,74.9,117.077,0.2286,0.0465,,accept,PHL1800_HL_0358,True,True,,True,HL Dataset,test_1032.png,positive
PNG,415,968de5136a8cbef07f1e47c95c6af9248a8e9a943ee0d953b9ae6903ccdfbd7a,640,True,F0992,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,968de5136a8cbef07f1e47c95c6af9248a8e9a943ee0d953b9ae6903ccdfbd7a,True,PHL1800_HL_0359.png,True,False,True,True,True,True,True,71.79,147.022,0.2143,0.0476,Incorrect count of pedestrians (3 described vs 2 visible); inaccurate description of cyclist's attire (helmet not visible); unsupported claim of police vehicle markings; 'driving' text on stop sign is a hallucination; '2008' text on stop sign is a hallucination; 'green trash bin' is not visible; 'small kiosk-like structure' is not clearly identifiable; 'three distinct pedestrians' miscounts visible individuals.,revised_after_review,PHL1800_HL_0359,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_4158.png,positive
PNG,427,20ad3f304993445e407d8b7cbc6ff57cbaf034809f189dafa1ca7ba25f2efc2b,640,True,F0014,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,20ad3f304993445e407d8b7cbc6ff57cbaf034809f189dafa1ca7ba25f2efc2b,True,PHL1800_HL_0360.png,True,False,True,True,True,True,True,51.06,96.742,0.2766,0.0756,,accept,PHL1800_HL_0360,True,True,,True,HL Dataset,train_9693.png,positive
PNG,640,7d4de597b5de290848045de917b028132ec104b530c47ce40c44c9c69e71628a,427,True,F1553,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,7d4de597b5de290848045de917b028132ec104b530c47ce40c44c9c69e71628a,True,PHL1800_HL_0361.png,True,False,True,True,True,True,True,54.944,130.114,0.4,0.0833,,accept,PHL1800_HL_0361,True,True,precise_count_claim,True,HL Dataset,train_9484.png,positive
PNG,640,231b3232c2427df3a40fa2c7f35f42eca46ba4621366e95779d1b3d93508c60b,442,True,F0343,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,231b3232c2427df3a40fa2c7f35f42eca46ba4621366e95779d1b3d93508c60b,True,PHL1800_HL_0362.png,True,False,True,True,True,True,True,66.691,120.959,0.2941,0.0581,,accept,PHL1800_HL_0362,True,True,explicit_visual_uncertainty,True,HL Dataset,train_7849.png,positive
PNG,525,6c09d3fdc662428307fb5a5d8ae779c9d8b0729d2216b578095758da487f741a,640,True,F0034,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,6c09d3fdc662428307fb5a5d8ae779c9d8b0729d2216b578095758da487f741a,True,PHL1800_HL_0363.png,True,False,True,True,True,True,True,77.156,118.889,0.2157,0.0561,"Incorrect count of people (candidate states seven, but image shows six distinct individuals)",revised_after_review,PHL1800_HL_0363,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_3566.png,positive
PNG,374,9296f4f7eff071e5b589c9bea9e912926df26b84cd222f36df74faa32b0c1044,500,True,F0181,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,9296f4f7eff071e5b589c9bea9e912926df26b84cd222f36df74faa32b0c1044,True,PHL1800_HL_0364.png,True,False,True,True,True,True,True,40.903,79.675,0.14,0.0374,,accept,PHL1800_HL_0364,True,True,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty,True,HL Dataset,train_10987.png,positive
PNG,335,c4a729e5da713721517f4b13c9ab9723b7a5fbe59aef1fd17f78667c86824527,500,True,F0817,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,c4a729e5da713721517f4b13c9ab9723b7a5fbe59aef1fd17f78667c86824527,True,PHL1800_HL_0365.png,True,False,True,True,True,True,True,74.625,161.768,0.2264,0.071,"Incorrect count of people (candidate states six, image shows five); misdescription of a woman in red as barefoot (she is wearing shoes); inaccurate claim about five individuals in red (image shows three women in red dresses and two men in suits with no red accents); unsupported claim about a white conical tent (structure is angular, not conical); misattribution of a bouquet to a man (the man walking holds a bouquet, but the claim about ""five individuals wear red garments"" is wrong); inaccurate description of the crouching figure’s action (candidate says ""holds a camera pointed toward the central figures"" but posture does not confirm direction of the camera); unsupported claim about a bride in white (no explicit confirmation of wedding context)",revised_after_review,PHL1800_HL_0365,True,True,,True,HL Dataset,train_11939.png,positive
PNG,480,ec14987d2ca2cdddc53cdaddf976cffa129106e68bc82347a16edc101324f052,640,True,F1576,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,ec14987d2ca2cdddc53cdaddf976cffa129106e68bc82347a16edc101324f052,True,PHL1800_HL_0366.png,True,False,True,True,True,True,True,80.998,104.752,0.2059,0.0467,Incorrect count of children (four vs. three visible); inaccurate description of sheep colors (black-and-brown vs. black); unsupported claim of numbered tags on children; misrepresentation of a child’s obscured status; inaccurate action details for sheep handling.,revise,PHL1800_HL_0366,True,True,,True,HL Dataset,train_5534.png,positive
PNG,427,6ba879e9fe02d7bf4a78302ed34ea5b8df9a124a2971bd7acf984650d66f4e6c,640,True,F0414,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,6ba879e9fe02d7bf4a78302ed34ea5b8df9a124a2971bd7acf984650d66f4e6c,True,PHL1800_HL_0367.png,True,False,True,True,True,True,True,57.614,64.488,0.1667,0.0366,,accept,PHL1800_HL_0367,True,True,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty,True,HL Dataset,train_10288.png,positive
PNG,480,750bc5c8126c5ac3bb7753c94d3da9f1e8f1f420fdb5f84d01598f3b582e9b98,640,True,F0753,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,750bc5c8126c5ac3bb7753c94d3da9f1e8f1f420fdb5f84d01598f3b582e9b98,True,PHL1800_HL_0368.png,True,False,True,True,True,True,True,52.977,100.88,0.1136,0.0323,Post-audit fix (2026-09-08): rationale[1]: replaced the unsupported 'functional and actively engaged' claim with an inspection/demonstration framing that flags the static-image limitation.,revised_by_audit_visual_inspection,PHL1800_HL_0368,True,True,very_low_overlap_with_HL_human_captions,True,HL Dataset,train_8868.png,positive
PNG,411,35da2a3bebd79caf1b6ec62b0bd841ab25aa7c60ed50e3c26015688ac2057b5a,640,True,F0681,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,35da2a3bebd79caf1b6ec62b0bd841ab25aa7c60ed50e3c26015688ac2057b5a,True,PHL1800_HL_0369.png,True,False,True,True,True,True,True,39.803,100.234,0.125,0.0268,,accept,PHL1800_HL_0369,True,True,very_low_overlap_with_HL_human_captions;specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_9040.png,positive
PNG,348,ee95a15b210e567bab1770b8b9ef438560157895f9bf695a03b25abf445a6a72,500,True,F0570,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,ee95a15b210e567bab1770b8b9ef438560157895f9bf695a03b25abf445a6a72,True,PHL1800_HL_0370.png,True,False,True,True,True,True,True,75.331,119.121,0.2581,0.0516,"Incorrect count of people (7 vs. 6 actual); 'uniformed man' misdescribes a person in a hat; 'man in suit extending arm' misattributes gesture direction; 'two boys' miscounts children (1 boy, 1 girl); 'third suitcase' misdescribes a bag; 'SABENA' sign is on a window, not mounted; 'DeSoto' badge is not visible; 'black sedan' is dark-colored but not confirmed black; 'rectangular sign' misdescribes the SABENA sign; 'matching suits' misidentifies the boy’s suit as matching the adult’s; 'identical suitcase styles' misstates differences; 'black-and-white medium' is a format, not a visual anchor for philosophy; 'time_mortality' concept is unsupported by visual evidence.",revised_after_review,PHL1800_HL_0370,True,True,explicit_visual_uncertainty,True,HL Dataset,train_10828.png,positive
PNG,427,feca3e7a52c0e7cb994690a639dd23b8ed307b6cc724e35650b493743c19646a,640,True,F1276,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,feca3e7a52c0e7cb994690a639dd23b8ed307b6cc724e35650b493743c19646a,True,PHL1800_HL_0371.png,True,False,True,True,True,True,True,82.5,134.736,0.2121,0.0515,,accept,PHL1800_HL_0371,True,True,,True,HL Dataset,train_12850.png,positive
PNG,400,2231542af4026531898b32ac49b6b113ef2d38dd5ae62516b10d0fe911e0387c,640,True,F1676,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,2231542af4026531898b32ac49b6b113ef2d38dd5ae62516b10d0fe911e0387c,True,PHL1800_HL_0372.png,True,False,True,True,True,True,True,48.574,100.788,0.375,0.0915,,accept,PHL1800_HL_0372,True,True,specific_OCR_claim;explicit_visual_uncertainty,True,HL Dataset,train_7511.png,positive
PNG,480,5069a5af9d32a832b3c9ded30a10298140ba62dcd0c3b36bb262262ba07fbf17,640,True,F0040,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,5069a5af9d32a832b3c9ded30a10298140ba62dcd0c3b36bb262262ba07fbf17,True,PHL1800_HL_0373.png,True,False,True,True,True,True,True,87.412,94.292,0.2414,0.0449,,accept,PHL1800_HL_0373,True,True,,True,HL Dataset,train_4839.png,positive
PNG,459,1f7f8e07c521f1eff110c86084d906cbc947dd28465bc6de74bdd8293ff3b412,640,True,F1499,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,1f7f8e07c521f1eff110c86084d906cbc947dd28465bc6de74bdd8293ff3b412,True,PHL1800_HL_0374.png,True,False,True,True,True,True,True,65.117,104.906,0.2857,0.0513,,accept,PHL1800_HL_0374,True,True,,True,HL Dataset,train_12674.png,positive
PNG,428,a54042a85e33d897797889d42849316909296478e23bda50e512ef710dfb0b97,640,True,F0958,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,a54042a85e33d897797889d42849316909296478e23bda50e512ef710dfb0b97,True,PHL1800_HL_0375.png,True,False,True,True,True,True,True,59.663,86.585,0.1765,0.0309,"Incorrect count of people (9 vs 11 visible); inaccurate object descriptions (e.g., 'green liquid' not visible, 'rectangular sign' misdescribed); unsupported claims about 'shared dishes' and 'performative presence' without visual evidence.",revised_after_review,PHL1800_HL_0375,True,True,very_low_overlap_with_HL_human_captions,True,HL Dataset,train_2606.png,positive
PNG,427,baaec5b58ce6e6cdc8a135d12ffa163a5ce57f1badb676305781a0619ff8ff84,640,True,F1753,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,baaec5b58ce6e6cdc8a135d12ffa163a5ce57f1badb676305781a0619ff8ff84,True,PHL1800_HL_0376.png,True,False,True,True,True,True,True,45.645,145.566,0.25,0.061,,accept,PHL1800_HL_0376,True,True,precise_count_claim,True,HL Dataset,train_11571.png,positive
PNG,480,61449ecd84ab621408b308363b97bbf1831c7ceccfd222c4eb5dfe16b20394d9,640,True,F0374,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,61449ecd84ab621408b308363b97bbf1831c7ceccfd222c4eb5dfe16b20394d9,True,PHL1800_HL_0377.png,True,False,True,True,True,True,True,45.44,67.679,0.3256,0.0722,"Incorrect count of people (candidate states six, but image shows five); object descriptions include a green glass bottle (no green bottle visible, only a clear bottle with a metal cap); a roll of paper towels is not visible in the image.",revised_after_review,PHL1800_HL_0377,True,True,explicit_visual_uncertainty,True,HL Dataset,train_12795.png,positive
PNG,480,4e56d39d6a6d1f452dcaa58d805d11a213a9cb1ee5c73da9da1a85a6219af5b1,640,True,F0093,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,4e56d39d6a6d1f452dcaa58d805d11a213a9cb1ee5c73da9da1a85a6219af5b1,True,PHL1800_HL_0378.png,True,False,True,True,True,True,True,77.037,119.471,0.2791,0.0635,,accept,PHL1800_HL_0378,True,True,,True,HL Dataset,train_3706.png,positive
PNG,612,8b42bf918ec635fcf41b035197038f68b77872854aaf3fe3006d06852359a330,612,True,F1326,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,8b42bf918ec635fcf41b035197038f68b77872854aaf3fe3006d06852359a330,True,PHL1800_HL_0379.png,True,False,True,True,True,True,True,66.246,145.263,0.3182,0.0673,"Incorrect count of people in the plaza (5 vs actual 6+), inaccurate description of the cyclist's direction (right to left vs actual left to right), and unsupported claim about the taxi driver being visible.",revised_after_review,PHL1800_HL_0379,True,True,explicit_visual_uncertainty,True,HL Dataset,train_12115.png,positive
PNG,485,bdce0330208efabd224694074b7cda1b91ff307a78494fd9c34f1ebc2a1d8f8d,640,True,F0540,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,bdce0330208efabd224694074b7cda1b91ff307a78494fd9c34f1ebc2a1d8f8d,True,PHL1800_HL_0380.png,True,False,True,True,True,True,True,54.864,108.495,0.2364,0.058,"Incorrect count of people (78 vs. actual ~60–65), misdescription of train car count (three vs. two open cars), inaccurate object details (signboard text illegibility claim unsupported, ladder position misstated)",revised_after_review,PHL1800_HL_0380,True,True,explicit_visual_uncertainty,True,HL Dataset,train_13269.png,positive
PNG,426,86636644061e78914c87ccc28d5499a4f91bfa2e9b0e94420dcddccb80ba0706,640,True,F0530,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,86636644061e78914c87ccc28d5499a4f91bfa2e9b0e94420dcddccb80ba0706,True,PHL1800_HL_0381.png,True,False,True,True,True,True,True,52.89,113.134,0.1818,0.0404,"Incorrect count of umbrellas (none visible, not 4); inaccurate object description of the van (not green, partially obscured); unsupported claim of phones/cameras being held up (no clear visual evidence)",revised_after_review,PHL1800_HL_0381,True,True,specific_OCR_claim,True,HL Dataset,train_6063.png,positive
PNG,427,345eedc3e685a682efb83d4d763b8d378a6e863f3fdc45725189639ccb504810,640,True,F0674,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,345eedc3e685a682efb83d4d763b8d378a6e863f3fdc45725189639ccb504810,True,PHL1800_HL_0382.png,True,False,True,True,True,True,True,60.018,160.579,0.1842,0.0419,,accept,PHL1800_HL_0382,True,True,precise_count_claim,True,HL Dataset,train_12216.png,positive
PNG,640,844473c2c14b92000836bbbfda15aa6fb33b94dd7dc70e8333d163e725636427,427,True,F1758,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,844473c2c14b92000836bbbfda15aa6fb33b94dd7dc70e8333d163e725636427,True,PHL1800_HL_0383.png,True,False,True,True,True,True,True,54.355,143.723,0.2708,0.0718,,accept,PHL1800_HL_0383,True,True,explicit_visual_uncertainty,True,HL Dataset,train_115.png,positive
PNG,480,d0a21b2d363211c24dd9319a2d43c00f66cc5d366139deb3b7868d23dd7f0f2b,640,True,F0145,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,d0a21b2d363211c24dd9319a2d43c00f66cc5d366139deb3b7868d23dd7f0f2b,True,PHL1800_HL_0384.png,True,False,True,True,True,True,True,59.428,76.69,0.1951,0.0364,"Incorrect count of people (candidate states ~16, actual count is 14 visible adults); object description of the table includes a glass pitcher which is not clearly visible; philosophy interpretation P3's concept_id 'time_mortality' is not strongly supported by visual anchors of age diversity and shared meals alone.",revised_after_review,PHL1800_HL_0384,True,True,,True,HL Dataset,train_4973.png,positive
PNG,388,f4b013d02873c92b56dc6e2b6a11f22a4bc29dfabcd8dee83f833b9f40ce3fe0,640,True,F0405,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,f4b013d02873c92b56dc6e2b6a11f22a4bc29dfabcd8dee83f833b9f40ce3fe0,True,PHL1800_HL_0385.png,True,False,True,True,True,True,True,54.51,153.763,0.1818,0.0381,Object count for human figures in left half is inaccurate; no umbrella is visible in the image; parasol description is incorrect; mounted riders count is overstated; horse-drawn vehicles count is overstated.,revise,PHL1800_HL_0385,True,True,precise_count_claim,True,HL Dataset,train_5055.png,positive
PNG,427,8047d2f02ed563cb00c4b5df3554f002df3aa3b1547106ff99e613e931a7b900,640,True,F0657,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,8047d2f02ed563cb00c4b5df3554f002df3aa3b1547106ff99e613e931a7b900,True,PHL1800_HL_0386.png,True,False,True,True,True,True,True,59.51,112.518,0.3333,0.0506,,accept,PHL1800_HL_0386,True,True,explicit_visual_uncertainty,True,HL Dataset,train_1272.png,positive
PNG,428,cc83430169a2b4451f8babd7154208c5e06f86855ee736fca457d2e1a7933915,640,True,F1478,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,cc83430169a2b4451f8babd7154208c5e06f86855ee736fca457d2e1a7933915,True,PHL1800_HL_0387.png,True,False,True,True,True,True,True,54.559,131.121,0.3429,0.0732,,accept,PHL1800_HL_0387,True,True,specific_OCR_claim,True,HL Dataset,train_11771.png,positive
PNG,480,3708bca0eb2ce96d6c6e5a7998dac048d7345fe12be7a99cca4746037c8bd0c4,640,True,F0693,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,3708bca0eb2ce96d6c6e5a7998dac048d7345fe12be7a99cca4746037c8bd0c4,True,PHL1800_HL_0388.png,True,False,True,True,True,True,True,60.762,106.024,0.1765,0.0382,,accept,PHL1800_HL_0388,True,True,very_low_overlap_with_HL_human_captions;explicit_visual_uncertainty,True,HL Dataset,train_4693.png,positive
PNG,383,288d701137f9e34f77aaa86be1c97024d33fcb5949b3c5f6dfc7adc66132b4d0,640,True,F1622,dual_api_qwen_generate_glm_visual_review_non_independent,,,,,,True,True,True,True,288d701137f9e34f77aaa86be1c97024d33fcb5949b3c5f6dfc7adc66132b4d0,True,PHL1800_HL_0389.png,True,False,True,True,True,True,True,64.904,97.704,0.2105,0.0503,,accept,PHL1800_HL_0389,True,True,,True,HL Dataset,train_12444.png,positive
