sample_id,annotation_item_id,file_name,source,track,review_verdict,review_issues,annotation_method,formal_gold
PHL1800_HL_0314,F1711,PHL1800_HL_0314.png,HL Dataset,positive,revise,"Incorrect count of pedestrians (candidate states four, image shows five); misdescription of a person's action (candidate says 'holding bicycle handlebar' but no bicycle is visible); inaccurate object details (traffic cones are red-and-white, not orange; car is red-and-white, not red sedan with white roof); unsupported claim about road work cause (no evidence of workers/equipment)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0315,F0749,PHL1800_HL_0315.png,HL Dataset,positive,revise,"The object caption incorrectly describes a pedestrian as 'seated on the motorcycle'—the motorcyclist is the rider, not a separate pedestrian; correct to 'A pedestrian wearing a bright yellow high-visibility jacket, white helmet with black visor, and dark trousers riding the motorcycle.' | The object caption for the bus incorrectly states 'red rear lights illuminated'—the bus's rear lights are not visible in the image; remove this detail.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0317,F1328,PHL1800_HL_0317.png,HL Dataset,positive,revise,Object caption 5 incorrectly counts seven individuals; image shows six distinct people. Action caption 1 incorrectly claims the umbrella covers two people; only the holder is under it. Object caption 3 incorrectly describes a closed transparent umbrella; the man holds a folded white umbrella.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0318,F0616,PHL1800_HL_0318.png,HL Dataset,positive,revise,Incorrect count of people in yellow vehicle: candidate claims 'at least two people' but only one is visible; 'passenger(s) visible in open rear section' is unsupported as no passengers are clearly visible in the truck's cargo area.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0323,F0521,PHL1800_HL_0323.png,HL Dataset,positive,revise,"Incorrect count of pedestrians: candidate claims three distinct pedestrians, but only two are visible on the left sidewalk; the person near the clock tower is not clearly distinguishable as a separate individual.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0324,F0373,PHL1800_HL_0324.png,HL Dataset,positive,revise,"Candidate overcounts pedestrians (claims 'at least 12 distinct individuals' but only ~5 are visible in the distance); misidentifies a flag as the Union Jack (no clear blue field with red/white crosses is visible); incorrectly states 'three other buses' (only one additional red double-decker is clearly visible, others are obscured or not buses); claims 'destination display lit but unreadable' but the sign is not lit, just a printed destination; misdescribes the interior as having 'light-colored countertops' (they are white, but the claim is not a major error)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0325,F1532,PHL1800_HL_0325.png,HL Dataset,positive,revise,"Incorrect count of pedestrians (at least 18 visible individuals) in rationale; actual count is lower and not clearly verifiable from image | Utility box description includes 'beige' but image shows yellow and white stripes; color detail inaccurate | Motorized scooter description includes 'red helmet resting on its handlebars' which is not clearly visible in the image | Philosophy interpretations contain unsupported symbolic mappings (e.g., 'shade as temporary refuge from exposure' and 'unattended bikes as trust in public space') not directly observable | Rationale claim about 'driver visible through windshield' in silver sedan is not clearly supported by visual evidence",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0327,F1425,PHL1800_HL_0327.png,HL Dataset,positive,revise,"The target subject incorrectly describes the group as a 'family of three'—the image shows three people (one child, two adults) but no explicit family relationship is verifiable; the count is correct but the relationship claim is unsupported.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0328,F1347,PHL1800_HL_0328.png,HL Dataset,positive,revised_by_audit_visual_inspection,Previous fallback annotation described a different image; all semantic annotation fields were replaced after direct inspection of the mapped image.,ai_agent_direct_visual_reannotation_after_audit_non_independent,False
PHL1800_HL_0332,F1619,PHL1800_HL_0332.png,HL Dataset,positive,revise,"Incorrect count of pedestrians (seven vs. actual visible individuals); traffic light color descriptions in object section are inaccurate; some object details (e.g., bus exhaust stacks) are not clearly visible.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0339,F0968,PHL1800_HL_0339.png,HL Dataset,positive,revise,"Incorrect count of motorcyclists (candidate claims at least seven, but visual inspection shows fewer distinct riders); inaccurate description of the person in turquoise shirt (candidate says they carry a yellow bag over their left shoulder, but the image shows a yellow bag in their right hand); the dark blue truck is described as having a person seated inside, but no such person is visible; the black umbrella is described as being held over a stall with two people interacting, but the image shows a stall with an umbrella and multiple people, not specifically two; the candidate’s philosophy interpretations include unsupported claims about the number ‘9’ and the bus interior framing.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0345,F1360,PHL1800_HL_0345.png,HL Dataset,positive,revise,Candidate incorrectly states six pedestrians; image shows five. Candidate incorrectly describes a blue pickup as a blue sedan. Candidate incorrectly claims five manhole covers; image shows four.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0347,F1772,PHL1800_HL_0347.png,HL Dataset,positive,revise,Incorrect count of pedestrians: candidate states 'three pedestrians on the left sidewalk' but image shows at least four distinct individuals on sidewalks; 'one person in dark clothing near bus' is not clearly visible as a separate entity from other pedestrians.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0351,F1664,PHL1800_HL_0351.png,HL Dataset,positive,revise,"Incorrect count of people in the white van (described as one driver but two are visible in the mirror reflection); inaccurate color of the bus (green instead of dark green/gray); missing text details on the white van (partial branding and sticker); unsupported claim about the driver’s hands (no clear visual evidence of hands near the steering wheel); overinterpretation of the spare tire text (only 'PUR' is visible, not full context)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0352,F0192,PHL1800_HL_0352.png,HL Dataset,positive,revise,"Incorrect license plate text: 'H-10-E' should be 'H-10-18' (visible in image). | Inaccurate driver description: driver wears a dark shirt, not blue short-sleeved; left arm on window frame is plausible but not confirmed as 'resting'. | Missing person count: at least 6 people (2 on rear, 4+ inside) should be specified instead of 'at least four passengers'. | Redundant object description: 'metal step platform with two horizontal bars and a vertical support bar' is already covered by 'rear bumper has a metal step platform'. | Philosophy interpretation P2's smoke source is unsupported; 'labor_technology' and 'ethics_responsibility' are overreaching without clear link to truck.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0353,F1331,PHL1800_HL_0353.png,HL Dataset,positive,revise,"Incorrect count of people (candidate claims 'a second person, partially obscured behind the woman' but no such person is visible); 'cross-legged' is inaccurate (man sits with one leg bent, foot on ground); 'rolled-up blue jeans' is inaccurate (jeans are cuffed above ankle, not rolled); 'pink sandals' is inaccurate (woman wears flip-flops); 'partially obscured' is unsupported (no second person exists)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0356,F0388,PHL1800_HL_0356.png,HL Dataset,positive,revise,"Incorrect count of people (14 vs. actual ~10), misidentified truck brand (WABCO vs. WAF), and inaccurate object details (e.g., white sign text described as unreadable when not visible)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0357,F0138,PHL1800_HL_0357.png,HL Dataset,positive,revise,"The action caption incorrectly states all three traffic light colors are illuminated simultaneously; the image shows red and amber lit on one signal and red and green on the other, not all three colors at once. | The object caption about the sign’s uppermost word being illegible is inaccurate—‘DIXON’S’ is partially visible above ‘LIVE JAZZ’ on the sign.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0359,F0992,PHL1800_HL_0359.png,HL Dataset,positive,revise,Incorrect count of pedestrians (3 described vs 2 visible); inaccurate description of cyclist's attire (helmet not visible); unsupported claim of police vehicle markings; 'driving' text on stop sign is a hallucination; '2008' text on stop sign is a hallucination; 'green trash bin' is not visible; 'small kiosk-like structure' is not clearly identifiable; 'three distinct pedestrians' miscounts visible individuals.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0363,F0034,PHL1800_HL_0363.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states seven, but image shows six distinct individuals)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0365,F0817,PHL1800_HL_0365.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states six, image shows five); misdescription of a woman in red as barefoot (she is wearing shoes); inaccurate claim about five individuals in red (image shows three women in red dresses and two men in suits with no red accents); unsupported claim about a white conical tent (structure is angular, not conical); misattribution of a bouquet to a man (the man walking holds a bouquet, but the claim about ""five individuals wear red garments"" is wrong); inaccurate description of the crouching figure’s action (candidate says ""holds a camera pointed toward the central figures"" but posture does not confirm direction of the camera); unsupported claim about a bride in white (no explicit confirmation of wedding context)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0366,F1576,PHL1800_HL_0366.png,HL Dataset,positive,revise,Incorrect count of children (four vs. three visible); inaccurate description of sheep colors (black-and-brown vs. black); unsupported claim of numbered tags on children; misrepresentation of a child’s obscured status; inaccurate action details for sheep handling.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0370,F0570,PHL1800_HL_0370.png,HL Dataset,positive,revise,"Incorrect count of people (7 vs. 6 actual); 'uniformed man' misdescribes a person in a hat; 'man in suit extending arm' misattributes gesture direction; 'two boys' miscounts children (1 boy, 1 girl); 'third suitcase' misdescribes a bag; 'SABENA' sign is on a window, not mounted; 'DeSoto' badge is not visible; 'black sedan' is dark-colored but not confirmed black; 'rectangular sign' misdescribes the SABENA sign; 'matching suits' misidentifies the boy’s suit as matching the adult’s; 'identical suitcase styles' misstates differences; 'black-and-white medium' is a format, not a visual anchor for philosophy; 'time_mortality' concept is unsupported by visual evidence.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0375,F0958,PHL1800_HL_0375.png,HL Dataset,positive,revise,"Incorrect count of people (9 vs 11 visible); inaccurate object descriptions (e.g., 'green liquid' not visible, 'rectangular sign' misdescribed); unsupported claims about 'shared dishes' and 'performative presence' without visual evidence.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0377,F0374,PHL1800_HL_0377.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states six, but image shows five); object descriptions include a green glass bottle (no green bottle visible, only a clear bottle with a metal cap); a roll of paper towels is not visible in the image.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0379,F1326,PHL1800_HL_0379.png,HL Dataset,positive,revise,"Incorrect count of people in the plaza (5 vs actual 6+), inaccurate description of the cyclist's direction (right to left vs actual left to right), and unsupported claim about the taxi driver being visible.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0380,F0540,PHL1800_HL_0380.png,HL Dataset,positive,revise,"Incorrect count of people (78 vs. actual ~60–65), misdescription of train car count (three vs. two open cars), inaccurate object details (signboard text illegibility claim unsupported, ladder position misstated)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0381,F0530,PHL1800_HL_0381.png,HL Dataset,positive,revise,"Incorrect count of umbrellas (none visible, not 4); inaccurate object description of the van (not green, partially obscured); unsupported claim of phones/cameras being held up (no clear visual evidence)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0384,F0145,PHL1800_HL_0384.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states ~16, actual count is 14 visible adults); object description of the table includes a glass pitcher which is not clearly visible; philosophy interpretation P3's concept_id 'time_mortality' is not strongly supported by visual anchors of age diversity and shared meals alone.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0385,F0405,PHL1800_HL_0385.png,HL Dataset,positive,revise,Object count for human figures in left half is inaccurate; no umbrella is visible in the image; parasol description is incorrect; mounted riders count is overstated; horse-drawn vehicles count is overstated.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0391,F0479,PHL1800_HL_0391.png,HL Dataset,positive,revise,Incorrect count of people: candidate states four people but image shows three; statues are not people.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0392,F1501,PHL1800_HL_0392.png,HL Dataset,positive,revise,Incorrect count of people (67 vs. actual ~50-55 visible); bus shelter interior description misstates number of people (2 vs. 1 visible); object list includes unsubstantiated claims about unreadable text/graphics on shelter panels.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0394,F1701,PHL1800_HL_0394.png,HL Dataset,positive,revise,Object count for people is inaccurate; some actions and objects are misdescribed.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0395,F0433,PHL1800_HL_0395.png,HL Dataset,positive,revise,"Incorrect count of pink taxis (3 claimed, 1 visible); overestimated crowd size (67 claimed, ~30-40 visible); misidentified bus destination display (""148.29"" claimed, actual text unclear); unsupported claim of ""three pink taxis"" and ""67 distinct individuals""; inaccurate object descriptions require correction.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0396,F0658,PHL1800_HL_0396.png,HL Dataset,positive,revise,"Object count for people is incorrect: candidate claims five distinct people, but image shows six visible pedestrians.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0399,F1465,PHL1800_HL_0399.png,HL Dataset,positive,revise,"Incorrect count of pedestrians (at least 14 vs. actual ~15-20 visible); inaccurate object details (red circular 'stop' sign is actually a red circular 'no entry' sign with white horizontal bar); missing visual anchors for philosophy interpretations (e.g., 'man in suit walking toward camera' is not a central figure, 'digital billboard showing indistinct figures' is a curved screen with unclear content)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0404,F0113,PHL1800_HL_0404.png,HL Dataset,positive,revise,Object count for human figures is inaccurate; some vehicles and crane details are misdescribed.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0405,F0077,PHL1800_HL_0405.png,HL Dataset,positive,revise,"Object count for people is inaccurate; the candidate states 'at least 42 distinct individuals' but the image shows approximately 30-35 visible people. The date interpretation 'July 26, 2001' is unsupported; the countdown likely refers to a future Olympic event (e.g., 2012 London Olympics) rather than a past date.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0406,F0765,PHL1800_HL_0406.png,HL Dataset,positive,revise,"Incorrect count of people: candidate claims five distinct human figures, but only four are visible (three near the signal, one walking toward the church); no person holds an umbrella.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0408,F0733,PHL1800_HL_0408.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states 14, actual count is 15 distinct individuals visible); candidate incorrectly describes a UPS drop box as mounted on the building wall (it is a standalone unit on the sidewalk); candidate misstates the traffic signal as having amber lights illuminated (no lights are visibly illuminated)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0410,F0236,PHL1800_HL_0410.png,HL Dataset,positive,revise,"Incorrect count of clock faces (candidate claims four, image shows two); inaccurate action description (clock times are not visually distinct enough to specify 10:10 and 2:50); unsupported claim about 'small signpost with unreadable text' (no such signpost is visible); 'three human figures' count is plausible but not explicitly confirmed by clear visual separation; 'vintage automobile' description is accurate but 'angled toward the right' is not visually verifiable.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0412,F0953,PHL1800_HL_0412.png,HL Dataset,positive,revise,"action caption claims 'at least three human figures' near right sidewalk, but no people are visible in the image; object caption describes 'two palm trees symmetrically on either side of the church’s front approach', but palm trees are not symmetrically placed (one is on the right, another further right, and one on the left)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0414,F1104,PHL1800_HL_0414.png,HL Dataset,positive,revised_by_audit_visual_inspection,Previous fallback annotation described a different image; all semantic annotation fields were replaced after direct inspection of the mapped image.,ai_agent_direct_visual_reannotation_after_audit_non_independent,False
PHL1800_HL_0416,F0011,PHL1800_HL_0416.png,HL Dataset,positive,revise,"Object count for people is inaccurate: the image shows at least 15 distinct individuals, not 14; the candidate undercounts by 1.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0420,F1448,PHL1800_HL_0420.png,HL Dataset,positive,revise,Incorrect count of pedestrians (7 vs 6 visible); no person in orange vest; 'ANGEL' sign text is legible; 'gesturing' action is unsupported; 'melting snow' rationale is speculative; philosophy interpretations overreach visual anchors.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0424,F0973,PHL1800_HL_0424.png,HL Dataset,positive,revise,"The count of skiers is incorrect; there are six visible skiers, not seven. The description of skier attire and bib numbers contains inaccuracies (e.g., no skier with bib 11, and the number of skiers in each suit color is misstated). The object description incorrectly claims 'no footprints are visible' when ski tracks are present.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0432,F0072,PHL1800_HL_0432.png,HL Dataset,positive,revise,"Incorrect count of skiers (candidate claims 18, but image shows ~20+); bib number 35 is not visible; 'BRIO' on bib 10 is not legible; 'FISCHER' branding on skis is not clearly visible; some philosophy interpretations overextend symbolic mapping (e.g., 'parallel tracks as metaphors for divergent yet synchronized life paths' is unsupported)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0434,F0719,PHL1800_HL_0434.png,HL Dataset,positive,revise,"Incorrect count of pedestrians (at least 21 distinct pedestrians described, but visual count shows fewer distinct individuals; some may be grouped incorrectly). | Inaccurate object details (e.g., 'SOGO'/'MITSUKOSHI' signage not visible; 'KANSAI'/'ART' text not clearly legible). | Overly specific color claims (e.g., 'multicolored striped umbrella' with red/white/green/yellow may not match visual details). | Unverified causal claims (e.g., 'high-traffic crossing during daytime hours' lacks explicit time indicators). | Philosophy interpretations include unsupported symbolic mappings (e.g., 'wet pavement as equalizing surface' without clear visual basis).",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0439,F1623,PHL1800_HL_0439.png,HL Dataset,positive,revise,Choir count is incorrect (24 vs actual ~20); reclining person is not visible; Christmas tree description is inaccurate; some object details are exaggerated.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0440,F1293,PHL1800_HL_0440.png,HL Dataset,positive,revise,"Incorrect count of pedestrians: candidate claims 'at least four pedestrians' but image shows three distinct figures (central silhouetted person, two on left sidewalk); 'one crouching/sitting' is unsupported as no clear crouching/sitting posture is visible.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0441,F1491,PHL1800_HL_0441.png,HL Dataset,positive,revise,Incorrect count of visible individuals (32 vs. actual ~40+); inaccurate description of chair types (light wood/canvas folding chairs vs. blue plastic); unsupported claim of adults holding cameras/bags; overcounted blue chairs (19 vs. actual ~15),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0442,F0999,PHL1800_HL_0442.png,HL Dataset,positive,revise,Incorrect count of pedestrians (at least nine vs. actual visible count); bus number '85' is not visible; 'ONE WAY' sign is partially obscured and not clearly legible; dogs' leash attachment is not confirmed; some action descriptions lack visual support.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0443,F0037,PHL1800_HL_0443.png,HL Dataset,positive,revise,Object count: 6 people claimed but 5 visible; action description of 'one crouching at the rear edge' is unsupported; object description of 'dark blue and red patterned textile' misstates color as dark blue (textile is dark with red/gold patterns),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0445,F0353,PHL1800_HL_0445.png,HL Dataset,positive,revise,Incorrect count of pedestrians (candidate states 'approximately 12' but image shows fewer distinct individuals); 'green van' is not visible; 'unreadable portion of side advertisement' is inaccurate as the ad is partially legible; 'driver holding steering wheel' is not visually confirmed.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0449,F1111,PHL1800_HL_0449.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states six, image shows five); object descriptions misidentify clothing colors and positions; philosophy interpretations include unsupported symbolic mappings.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0450,F1053,PHL1800_HL_0450.png,HL Dataset,positive,revise,Object count for people is inaccurate; the candidate claims 14+ individuals but the image shows fewer distinct figures.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0458,F0481,PHL1800_HL_0458.png,HL Dataset,positive,revise,Incorrect count of people (at least 18 vs. actual ~15); misdescription of biplane engine (radial vs. inline); inaccurate object details (fuel tank vs. wooden crates); unsupported action claims (three men jointly working on a fuselage section); philosophy interpretations include speculative symbolic mappings not grounded in visual evidence.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0462,F0005,PHL1800_HL_0462.png,HL Dataset,positive,revise,"Incorrect count of people in the object list (claimed five, actual four visible in mid-ground); ""three orange traffic cones"" is inaccurate (at least two visible, exact count unclear); ""recumbent bicycle"" is a plausible but unconfirmed interpretation of the foreground device; ""yellow balloon"" is a misdescription (appears to be a construction pulley or equipment, not a balloon)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0464,F0084,PHL1800_HL_0464.png,HL Dataset,positive,revise,"Incorrect count of people near the steamroller: two men are visible near the steamroller, not one standing on it and one walking with a tool; the second man near the steamroller is standing, not walking with a tool. The object description of the second vehicle is inaccurate: it is a truck, not partially visible with only a front wheel and chassis—its front is visible, not just a wheel.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0466,F0740,PHL1800_HL_0466.png,HL Dataset,positive,revise,Incorrect count of people (three vs. two visible); inaccurate description of the red umbrella (partially visible vs. positioned behind vendor); unsupported claim of a second child in light clothing partially obscured behind the first child.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0467,F1652,PHL1800_HL_0467.png,HL Dataset,positive,revise,"Incorrect count of background people: candidate states two people, but image shows one person in plaid shirt and another partially visible person in red shirt; total is two, but description of clothing for the second person is inaccurate (no white shorts visible). | Candidate incorrectly claims a person wears 'white shorts'—no such clothing is visible in the image.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0471,F1350,PHL1800_HL_0471.png,HL Dataset,positive,revise,Incorrect count of chefs (3 vs 2 visible) | Incorrect count of pedestrians (4 vs 5 visible) | Incorrect count of bamboo steamers (8 vs 6 visible),dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0477,F1008,PHL1800_HL_0477.png,HL Dataset,positive,revise,"The candidate incorrectly describes the subject as wearing a ""dark knitted hat""; the subject has dark hair styled in dreadlocks, not a hat. The background silhouette is not a ""second figure"" but a dark object (likely a coat or bag) on a cabinet, not a person.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0481,F1775,PHL1800_HL_0481.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states 'at least six distinct figures' but image shows five workers; 'left cluster of three' is actually two workers, 'right cluster of two' is one worker, plus central figure.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0493,F1756,PHL1800_HL_0493.png,HL Dataset,positive,revise,"Incorrect count of people (candidate states five, but image shows four distinct individuals)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0496,F1590,PHL1800_HL_0496.png,HL Dataset,positive,revise,"The object list incorrectly states 'five distinct individuals' on the sidewalk; the image shows fewer pedestrians, and the description of a person holding a green object is not clearly visible.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0498,F1495,PHL1800_HL_0498.png,HL Dataset,positive,revise,"Incorrect count of people: candidate states five, but image shows four distinct individuals.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0501,F1468,PHL1800_HL_0501.png,HL Dataset,boundary,revise,"Incorrect count of people in background (candidate lists 3 spectators but image shows 5 distinct individuals behind fence); 'red-and-white striped fabric banner' is not visible in image; 'wooden bat' description lacks visual confirmation of material; 'batter mid-swing' action is inaccurate as bat is held in ready position, not mid-swing; 'white rectangular sign with blue text' is misdescribed (actual sign is dark with white text)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0504,F0979,PHL1800_HL_0504.png,HL Dataset,boundary,revise,"Dugout count: 8 individuals (not 7); catcher’s mitt color: black (not black-and-white); bat details: 'EASTON' and 'SPEED' are visible but not explicitly confirmed as text; dugout bats: 2 bats (one red barrel/black handle, one black with white tape) are present but not explicitly described as 'leaning against the railing'",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0508,F0154,PHL1800_HL_0508.png,HL Dataset,boundary,revise,"Object caption 1 incorrectly states the scarf is green; the scarf is dark (likely black or dark gray). Object caption 4 incorrectly counts three shrubs; there are two visible shrubs (one near center-right, one farther right). Rationale caption 3 incorrectly claims 'three small leafless shrubs or young conifers' when only two are visible.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0531,F1765,PHL1800_HL_0531.png,HL Dataset,boundary,revise,Incorrect count of people: candidate claims 'at least five other individuals' but only one snowboarder is visible; no other people are present in the image.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0533,F0428,PHL1800_HL_0533.png,HL Dataset,boundary,revise,"Incorrect count of fielders: candidate states four players in white uniforms but image shows three (pitcher, first baseman, shortstop) plus one runner in grey; shortstop is misdescribed as wearing grey uniform when they wear white; runner near second base is misidentified as leading off second base when they are near first base; advertisement banner text is misread as 'MASN HD' when it is 'mash HD'.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0550,F1248,PHL1800_HL_0550.png,HL Dataset,boundary,revise,The candidate incorrectly claims 'three discernible human figures' when no people are visible in the image.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0566,F0309,PHL1800_HL_0566.png,HL Dataset,boundary,revise,Incorrect count of human figures: candidate claims three distinct humans but image shows two visible riders and one person near SUV; revise to two riders and one person near SUV.,dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_HL_0600,F0465,PHL1800_HL_0600.png,HL Dataset,boundary,revise,"Candidate incorrectly states ""at least eleven distinct cattle bodies""; visual count shows fewer (approximately 8–10). Candidate claims ""three additional human figures on horseback"" in background; image shows two. Candidate describes ""a water body visible in the background""; no water is clearly visible, only a dusty enclosure.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_MM_0032,F1733,PHL1800_MM_0032.jpg,MM-MoralBench,positive,revise,"Incorrect count of people: there are five girls, not six; speech bubble is above a girl, not the adult woman; some object descriptions are inaccurate (e.g., grey coat is a blue coat, red skirt is a red skirt but paired with a white shirt, not grey coat)",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_MM_0034,F0897,PHL1800_MM_0034.jpg,MM-MoralBench,positive,revise,"The count of background children is incorrect; the image shows six children in the background, not seven.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_MM_0036,F1599,PHL1800_MM_0036.jpg,MM-MoralBench,positive,revise,"The target subject incorrectly describes both individuals as 'children'; the standing figure appears to be an adult (e.g., teacher). The chalkboard text in the object caption contains transcription errors (e.g., '1/2=13 4/-21.5' should be '(12÷13 4/-21.5)' as per the image). The action caption misattributes the speech bubble to the seated child; the bubble originates near the standing child, suggesting they are the speaker.",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_MM_0098,F0967,PHL1800_MM_0098.jpg,MM-MoralBench,positive,revise,"Apron text misread as 'Garden' instead of 'Chalken'; object descriptions contain minor inaccuracies (e.g., 'stacked pancakes' vs. 'stacked flatbreads'); philosophy interpretations include unsupported symbolic mappings (e.g., striped valance as 'tradition')",dual_api_qwen_generate_glm_visual_review_non_independent,False
PHL1800_MM_0135,F1661,PHL1800_MM_0135.jpg,MM-MoralBench,positive,revised_by_audit_visual_inspection,Previous fallback annotation described a different image; all semantic annotation fields were replaced after direct inspection of the mapped image.,ai_agent_direct_visual_reannotation_after_audit_non_independent,False
PHL1800_MM_0144,F0793,PHL1800_MM_0144.jpg,MM-MoralBench,positive,revised_by_audit_visual_inspection,Previous fallback annotation described a different image; all semantic annotation fields were replaced after direct inspection of the mapped image.,ai_agent_direct_visual_reannotation_after_audit_non_independent,False
PHL1800_MM_0148,F1593,PHL1800_MM_0148.jpg,MM-MoralBench,positive,revise,"Person count is incorrect: 10 people are visible, not 11; the speech bubble text is not part of the image's visual content and should not be included in captions or rationale; the rationale incorrectly claims 'no explicit ritual actions are visible' when people are holding vessels and standing in formation, which are ritual-like actions.",dual_api_qwen_generate_glm_visual_review_non_independent,False
