blind_id,annotation_item_id,sample_id,file_name,image_path,split,group_id,source,track,benchmark_axis_id,ai_candidate_concept_ids
F0926,F0926,PHL1800_IRFL_0457,PHL1800_IRFL_0457.jpg,images/PHL1800_IRFL_0457.jpg,calibration,IRFL:sail close to the wind,IRFL,boundary,insufficient_evidence,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F0928,F0928,PHL1800_MM_0092,PHL1800_MM_0092.jpg,images/PHL1800_MM_0092.jpg,calibration,MM:seed:1088,MM-MoralBench,positive,ethics_responsibility,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F0954,F0954,PHL1800_HL_0056,PHL1800_HL_0056.png,images/PHL1800_HL_0056.png,calibration,HL:train_6954.png,HL Dataset,positive,time_mortality,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F0955,F0955,PHL1800_IRFL_0386,PHL1800_IRFL_0386.jpg,images/PHL1800_IRFL_0386.jpg,calibration,IRFL:as red as a cherry,IRFL,positive,other_abstract_relation,PHC-055;PHC-060;PHC-066;PHC-080;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364
F0956,F0956,PHL1800_HL_0066,PHL1800_HL_0066.png,images/PHL1800_HL_0066.png,calibration,HL:train_9971.png,HL Dataset,positive,time_mortality,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F0995,F0995,PHL1800_HL_0205,PHL1800_HL_0205.png,images/PHL1800_HL_0205.png,calibration,HL:train_9345.png,HL Dataset,positive,knowledge_truth,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-407;PHC-440;PHC-477;PHC-481;PHC-490;PHC-498;PHC-503
F1006,F1006,PHL1800_HL_0296,PHL1800_HL_0296.png,images/PHL1800_HL_0296.png,calibration,HL:test_1110.png,HL Dataset,positive,power_conflict,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-363;PHC-364;PHC-440;PHC-481;PHC-490;PHC-498
F1008,F1008,PHL1800_HL_0477,PHL1800_HL_0477.png,images/PHL1800_HL_0477.png,calibration,HL:train_12978.png,HL Dataset,positive,labor_technology,PHC-060;PHC-134;PHC-136;PHC-315;PHC-345;PHC-363;PHC-364;PHC-382;PHC-407;PHC-440;PHC-477;PHC-503
F1010,F1010,PHL1800_HAIV_0392,PHL1800_HAIV_0392.png,images/PHL1800_HAIV_0392.png,calibration,HAIV:CoPoet:my heart is like glass transparent and fragile,HAIVMet,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-483
F1013,F1013,PHL1800_HL_0593,PHL1800_HL_0593.png,images/PHL1800_HL_0593.png,calibration,HL:train_2998.png,HL Dataset,boundary,insufficient_evidence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1014,F1014,PHL1800_IRFL_0374,PHL1800_IRFL_0374.jpg,images/PHL1800_IRFL_0374.jpg,calibration,IRFL:as sly as a fox,IRFL,positive,other_abstract_relation,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-289;PHC-315;PHC-317;PHC-345;PHC-361;PHC-363;PHC-364;PHC-382;PHC-440
F1030,F1030,PHL1800_HAIV_0429,PHL1800_HAIV_0429.png,images/PHL1800_HAIV_0429.png,calibration,HAIV:CoPoet:man is a feral pig ravenously trampling,HAIVMet,positive,identity_appearance,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1035,F1035,PHL1800_IRFL_0482,PHL1800_IRFL_0482.jpg,images/PHL1800_IRFL_0482.jpg,calibration,IRFL:as sly as a fox,IRFL,boundary,insufficient_evidence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1036,F1036,PHL1800_HL_0179,PHL1800_HL_0179.png,images/PHL1800_HL_0179.png,calibration,HL:train_265.png,HL Dataset,positive,knowledge_truth,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1039,F1039,PHL1800_IRFL_0033,PHL1800_IRFL_0033.jpg,images/PHL1800_IRFL_0033.jpg,calibration,IRFL:eternal triangle,IRFL,positive,social_existence,PHC-060;PHC-134;PHC-136;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1040,F1040,PHL1800_IRFL_0395,PHL1800_IRFL_0395.jpg,images/PHL1800_IRFL_0395.jpg,calibration,IRFL:as hard as rocks,IRFL,positive,other_abstract_relation,PHC-060;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-483
F1047,F1047,PHL1800_IRFL_0257,PHL1800_IRFL_0257.jpg,images/PHL1800_IRFL_0257.jpg,calibration,IRFL:mutton dressed as lamb,IRFL,positive,time_mortality,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1050,F1050,PHL1800_HL_0518,PHL1800_HL_0518.png,images/PHL1800_HL_0518.png,calibration,HL:train_824.png,HL Dataset,boundary,insufficient_evidence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1064,F1064,PHL1800_IRFL_0500,PHL1800_IRFL_0500.jpg,images/PHL1800_IRFL_0500.jpg,calibration,IRFL:as tall as a mountain,IRFL,boundary,insufficient_evidence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-477;PHC-483;PHC-503
F1065,F1065,PHL1800_HL_0355,PHL1800_HL_0355.png,images/PHL1800_HL_0355.png,calibration,HL:train_10233.png,HL Dataset,positive,choice_journey,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-481;PHC-483;PHC-490;PHC-498;PHC-503
F1068,F1068,PHL1800_HL_0165,PHL1800_HL_0165.png,images/PHL1800_HL_0165.png,calibration,HL:train_2396.png,HL Dataset,positive,identity_appearance,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1069,F1069,PHL1800_HAIV_0095,PHL1800_HAIV_0095.png,images/PHL1800_HAIV_0095.png,calibration,HAIV:FLUTE:a thought forms in my mind and it's like a sun-filled day .,HAIVMet,positive,knowledge_truth,PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-289;PHC-361;PHC-440
F1072,F1072,PHL1800_IRFL_0049,PHL1800_IRFL_0049.jpg,images/PHL1800_IRFL_0049.jpg,calibration,IRFL:rub someone the wrong way,IRFL,positive,ethics_responsibility,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1075,F1075,PHL1800_IRFL_0168,PHL1800_IRFL_0168.jpg,images/PHL1800_IRFL_0168.jpg,calibration,IRFL:with a will,IRFL,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1076,F1076,PHL1800_HAIV_0540,PHL1800_HAIV_0540.png,images/PHL1800_HAIV_0540.png,calibration,HAIV:Bizzoni:it is sad to observe the fruits of ignorance.,HAIVMet,positive,knowledge_truth,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1078,F1078,PHL1800_HAIV_0200,PHL1800_HAIV_0200.png,images/PHL1800_HAIV_0200.png,calibration,HAIV:FLUTE:hope is the thing with feathers,HAIVMet,positive,faith_meaning,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1090,F1090,PHL1800_IRFL_0319,PHL1800_IRFL_0319.jpg,images/PHL1800_IRFL_0319.jpg,calibration,IRFL:light of my life,IRFL,positive,other_abstract_relation,PHC-055;PHC-066;PHC-080;PHC-134;PHC-136;PHC-315;PHC-345;PHC-382;PHC-440
F1100,F1100,PHL1800_HL_0253,PHL1800_HL_0253.png,images/PHL1800_HL_0253.png,calibration,HL:train_4722.png,HL Dataset,positive,ethics_responsibility,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-440;PHC-481;PHC-490;PHC-498
F1104,F1104,PHL1800_HL_0414,PHL1800_HL_0414.png,images/PHL1800_HL_0414.png,calibration,HL:test_261.png,HL Dataset,positive,faith_meaning,PHC-060;PHC-134;PHC-136;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-481;PHC-483;PHC-490;PHC-498;PHC-503
F1107,F1107,PHL1800_IRFL_0095,PHL1800_IRFL_0095.jpg,images/PHL1800_IRFL_0095.jpg,calibration,IRFL:cross swords,IRFL,positive,power_conflict,PHC-060;PHC-134;PHC-136;PHC-363;PHC-364;PHC-440;PHC-481;PHC-490;PHC-498
F1112,F1112,PHL1800_IRFL_0254,PHL1800_IRFL_0254.jpg,images/PHL1800_IRFL_0254.jpg,calibration,IRFL:chicken feed,IRFL,positive,labor_technology,PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-481;PHC-483;PHC-490;PHC-498;PHC-503
F1132,F1132,PHL1800_IRFL_0294,PHL1800_IRFL_0294.jpg,images/PHL1800_IRFL_0294.jpg,calibration,IRFL:light of my life,IRFL,positive,other_abstract_relation,PHC-055;PHC-066;PHC-080;PHC-134;PHC-136;PHC-315;PHC-345;PHC-382;PHC-440
F1164,F1164,PHL1800_MM_0075,PHL1800_MM_0075.jpg,images/PHL1800_MM_0075.jpg,calibration,MM:seed:438,MM-MoralBench,positive,ethics_responsibility,PHC-060;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-440;PHC-481;PHC-490;PHC-498
F1168,F1168,PHL1800_HL_0342,PHL1800_HL_0342.png,images/PHL1800_HL_0342.png,calibration,HL:train_6438.png,HL Dataset,positive,choice_journey,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1195,F1195,PHL1800_HAIV_0113,PHL1800_HAIV_0113.png,images/PHL1800_HAIV_0113.png,calibration,HAIV:FLUTE:your guardian angel is just a little too much like a nerd at a comic convention.,HAIVMet,positive,faith_meaning,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-289;PHC-315;PHC-317;PHC-345;PHC-361;PHC-363;PHC-364;PHC-382;PHC-440
F1198,F1198,PHL1800_MM_0019,PHL1800_MM_0019.jpg,images/PHL1800_MM_0019.jpg,calibration,MM:seed:775,MM-MoralBench,positive,ethics_responsibility,PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-440;PHC-481;PHC-490;PHC-498
F1228,F1228,PHL1800_HAIV_0129,PHL1800_HAIV_0129.png,images/PHL1800_HAIV_0129.png,calibration,HAIV:FLUTE:fear had changed him to a shaken jelly.,HAIVMet,positive,power_conflict,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1232,F1232,PHL1800_IRFL_0390,PHL1800_IRFL_0390.jpg,images/PHL1800_IRFL_0390.jpg,calibration,IRFL:as red as a cherry,IRFL,positive,other_abstract_relation,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-481;PHC-483;PHC-490;PHC-498
F1242,F1242,PHL1800_HL_0204,PHL1800_HL_0204.png,images/PHL1800_HL_0204.png,calibration,HL:train_11756.png,HL Dataset,positive,knowledge_truth,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-407;PHC-440;PHC-477;PHC-503
F1257,F1257,PHL1800_HL_0259,PHL1800_HL_0259.png,images/PHL1800_HL_0259.png,calibration,HL:train_12050.png,HL Dataset,positive,ethics_responsibility,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1261,F1261,PHL1800_HAIV_0522,PHL1800_HAIV_0522.png,images/PHL1800_HAIV_0522.png,calibration,HAIV:FigQA:her mom warned her about the monsters in the world.,HAIVMet,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1267,F1267,PHL1800_IRFL_0030,PHL1800_IRFL_0030.jpg,images/PHL1800_IRFL_0030.jpg,calibration,IRFL:as proud as a peacock,IRFL,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1271,F1271,PHL1800_HAIV_0160,PHL1800_HAIV_0160.png,images/PHL1800_HAIV_0160.png,calibration,HAIV:FLUTE:i have to bear the responsibility for this.,HAIVMet,positive,ethics_responsibility,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-382;PHC-407;PHC-440;PHC-477;PHC-481;PHC-490;PHC-498;PHC-503
F1280,F1280,PHL1800_MM_0066,PHL1800_MM_0066.jpg,images/PHL1800_MM_0066.jpg,calibration,MM:seed:376,MM-MoralBench,positive,ethics_responsibility,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1297,F1297,PHL1800_HAIV_0063,PHL1800_HAIV_0063.png,images/PHL1800_HAIV_0063.png,calibration,HAIV:FLUTE:the snow swaddled the earth like a mother would her infant child.,HAIVMet,positive,social_existence,PHC-055;PHC-066;PHC-080;PHC-134;PHC-136;PHC-289;PHC-315;PHC-345;PHC-361;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1300,F1300,PHL1800_HAIV_0442,PHL1800_HAIV_0442.png,images/PHL1800_HAIV_0442.png,calibration,HAIV:Tsvetkov:in white anger he threw the book down - and proceeded along another line.,HAIVMet,positive,knowledge_truth,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1301,F1301,PHL1800_IRFL_0379,PHL1800_IRFL_0379.jpg,images/PHL1800_IRFL_0379.jpg,calibration,IRFL:as sly as a fox,IRFL,positive,other_abstract_relation,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1319,F1319,PHL1800_IRFL_0002,PHL1800_IRFL_0002.jpg,images/PHL1800_IRFL_0002.jpg,calibration,IRFL:work to rule,IRFL,positive,labor_technology,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-315;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1326,F1326,PHL1800_HL_0379,PHL1800_HL_0379.png,images/PHL1800_HL_0379.png,calibration,HL:train_12115.png,HL Dataset,positive,social_existence,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1331,F1331,PHL1800_HL_0353,PHL1800_HL_0353.png,images/PHL1800_HL_0353.png,calibration,HL:train_8705.png,HL Dataset,positive,choice_journey,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1332,F1332,PHL1800_IRFL_0481,PHL1800_IRFL_0481.jpg,images/PHL1800_IRFL_0481.jpg,calibration,IRFL:as sweet as sugar,IRFL,boundary,insufficient_evidence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1334,F1334,PHL1800_MM_0116,PHL1800_MM_0116.jpg,images/PHL1800_MM_0116.jpg,calibration,MM:seed:531,MM-MoralBench,positive,ethics_responsibility,PHC-060;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1335,F1335,PHL1800_HAIV_0266,PHL1800_HAIV_0266.png,images/PHL1800_HAIV_0266.png,calibration,HAIV:FLUTE:the employee swallows her anger.,HAIVMet,positive,power_conflict,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1339,F1339,PHL1800_HAIV_0298,PHL1800_HAIV_0298.png,images/PHL1800_HAIV_0298.png,calibration,HAIV:FLUTE:my eyes welled up and i could feel my face turning red.,HAIVMet,positive,identity_appearance,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-440;PHC-481;PHC-490;PHC-498
F1352,F1352,PHL1800_IRFL_0091,PHL1800_IRFL_0091.webp,images/PHL1800_IRFL_0091.webp,calibration,IRFL:cross swords,IRFL,positive,power_conflict,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1357,F1357,PHL1800_HAIV_0490,PHL1800_HAIV_0490.png,images/PHL1800_HAIV_0490.png,calibration,HAIV:Tsvetkov:his kindness has really touched me.,HAIVMet,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-440
F1359,F1359,PHL1800_HAIV_0100,PHL1800_HAIV_0100.png,images/PHL1800_HAIV_0100.png,calibration,"HAIV:FLUTE:several thousand years in the future, humans evolved to be like fleshed automatons.",HAIVMet,positive,time_mortality,PHC-060;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1360,F1360,PHL1800_HL_0345,PHL1800_HL_0345.png,images/PHL1800_HL_0345.png,calibration,HL:train_12471.png,HL Dataset,positive,choice_journey,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1407,F1407,PHL1800_IRFL_0354,PHL1800_IRFL_0354.jpg,images/PHL1800_IRFL_0354.jpg,calibration,IRFL:as proud as a peacock,IRFL,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1413,F1413,PHL1800_HAIV_0202,PHL1800_HAIV_0202.png,images/PHL1800_HAIV_0202.png,calibration,"HAIV:FLUTE:arise, fair sun, and kill the envious moon",HAIVMet,positive,ethics_responsibility,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-440;PHC-481;PHC-490;PHC-498
F1418,F1418,PHL1800_IRFL_0245,PHL1800_IRFL_0245.jpg,images/PHL1800_IRFL_0245.jpg,calibration,IRFL:mutton dressed as lamb,IRFL,positive,time_mortality,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-407;PHC-440;PHC-477;PHC-503
F1444,F1444,PHL1800_HL_0542,PHL1800_HL_0542.png,images/PHL1800_HL_0542.png,calibration,HL:train_5705.png,HL Dataset,boundary,insufficient_evidence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1446,F1446,PHL1800_MM_0091,PHL1800_MM_0091.jpg,images/PHL1800_MM_0091.jpg,calibration,MM:seed:1084,MM-MoralBench,positive,ethics_responsibility,PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1447,F1447,PHL1800_HAIV_0157,PHL1800_HAIV_0157.png,images/PHL1800_HAIV_0157.png,calibration,HAIV:FLUTE:he carried the knowledge or beliefs of his tribe.,HAIVMet,positive,knowledge_truth,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-440
F1448,F1448,PHL1800_HL_0420,PHL1800_HL_0420.png,images/PHL1800_HL_0420.png,calibration,HL:train_7577.png,HL Dataset,positive,faith_meaning,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1461,F1461,PHL1800_HL_0495,PHL1800_HL_0495.png,images/PHL1800_HL_0495.png,calibration,HL:train_10530.png,HL Dataset,positive,labor_technology,PHC-060;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1479,F1479,PHL1800_HAIV_0217,PHL1800_HAIV_0217.png,images/PHL1800_HAIV_0217.png,calibration,HAIV:FLUTE:people were bolting out of the theater.,HAIVMet,positive,social_existence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-289;PHC-317;PHC-361;PHC-363;PHC-364;PHC-440
F1483,F1483,PHL1800_HAIV_0002,PHL1800_HAIV_0002.png,images/PHL1800_HAIV_0002.png,calibration,HAIV:CoPoet:faith is a dangerous road that leads to the tattered ends of the earth,HAIVMet,positive,faith_meaning,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-289;PHC-317;PHC-361;PHC-417;PHC-418;PHC-440;PHC-483
F1489,F1489,PHL1800_IRFL_0409,PHL1800_IRFL_0409.jpg,images/PHL1800_IRFL_0409.jpg,calibration,IRFL:as red as a cherry,IRFL,positive,other_abstract_relation,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-407;PHC-440;PHC-477;PHC-503
F1495,F1495,PHL1800_HL_0498,PHL1800_HL_0498.png,images/PHL1800_HL_0498.png,calibration,HL:train_4904.png,HL Dataset,positive,labor_technology,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1497,F1497,PHL1800_IRFL_0027,PHL1800_IRFL_0027.jpg,images/PHL1800_IRFL_0027.jpg,calibration,IRFL:as proud as a peacock,IRFL,positive,social_existence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-440
F1498,F1498,PHL1800_HAIV_0348,PHL1800_HAIV_0348.png,images/PHL1800_HAIV_0348.png,calibration,HAIV:CoPoet:love is a warrior_s yearning,HAIVMet,positive,social_existence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-289;PHC-317;PHC-361;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1513,F1513,PHL1800_MM_0079,PHL1800_MM_0079.jpg,images/PHL1800_MM_0079.jpg,calibration,MM:seed:367,MM-MoralBench,positive,ethics_responsibility,PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-382;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1519,F1519,PHL1800_IRFL_0059,PHL1800_IRFL_0059.jpg,images/PHL1800_IRFL_0059.jpg,calibration,IRFL:hold the ring,IRFL,positive,time_mortality,PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-345;PHC-382;PHC-440;PHC-481;PHC-490;PHC-498
F1527,F1527,PHL1800_HAIV_0390,PHL1800_HAIV_0390.png,images/PHL1800_HAIV_0390.png,calibration,HAIV:CoPoet:the earth is a succulent sunday roast,HAIVMet,positive,labor_technology,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-382;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
