blind_id,sample_id,selected_path,source,track
F0246,PHL1800_IRFL_0100,final_selection_1800/images/irfl/PHL1800_IRFL_0100.jpg,IRFL,positive
F0247,PHL1800_HL_0031,final_selection_1800/images/hl/PHL1800_HL_0031.png,HL Dataset,positive
F0248,PHL1800_HL_0340,final_selection_1800/images/hl/PHL1800_HL_0340.png,HL Dataset,positive
F0249,PHL1800_HL_0016,final_selection_1800/images/hl/PHL1800_HL_0016.png,HL Dataset,positive
F0250,PHL1800_HL_0186,final_selection_1800/images/hl/PHL1800_HL_0186.png,HL Dataset,positive
F0251,PHL1800_IRFL_0250,final_selection_1800/images/irfl/PHL1800_IRFL_0250.jpg,IRFL,positive
F0252,PHL1800_MM_0138,final_selection_1800/images/mm_moral/PHL1800_MM_0138.jpg,MM-MoralBench,positive
F0253,PHL1800_HAIV_0011,final_selection_1800/images/haivmet/PHL1800_HAIV_0011.png,HAIVMet,positive
F0254,PHL1800_HAIV_0512,final_selection_1800/images/haivmet/PHL1800_HAIV_0512.png,HAIVMet,positive
F0255,PHL1800_IRFL_0040,final_selection_1800/images/irfl/PHL1800_IRFL_0040.jpg,IRFL,positive
F0256,PHL1800_IRFL_0375,final_selection_1800/images/irfl/PHL1800_IRFL_0375.jpg,IRFL,positive
F0257,PHL1800_HL_0098,final_selection_1800/images/hl/PHL1800_HL_0098.png,HL Dataset,positive
F0258,PHL1800_HL_0583,final_selection_1800/images/hl/PHL1800_HL_0583.png,HL Dataset,boundary
F0259,PHL1800_IRFL_0426,final_selection_1800/images/irfl/PHL1800_IRFL_0426.jpg,IRFL,boundary
F0260,PHL1800_HL_0491,final_selection_1800/images/hl/PHL1800_HL_0491.png,HL Dataset,positive
F0261,PHL1800_HAIV_0484,final_selection_1800/images/haivmet/PHL1800_HAIV_0484.png,HAIVMet,positive
F0262,PHL1800_HL_0058,final_selection_1800/images/hl/PHL1800_HL_0058.png,HL Dataset,positive
F0263,PHL1800_IRFL_0261,final_selection_1800/images/irfl/PHL1800_IRFL_0261.jpg,IRFL,positive
F0264,PHL1800_HL_0184,final_selection_1800/images/hl/PHL1800_HL_0184.png,HL Dataset,positive
F0265,PHL1800_HAIV_0424,final_selection_1800/images/haivmet/PHL1800_HAIV_0424.png,HAIVMet,positive
F0266,PHL1800_HL_0169,final_selection_1800/images/hl/PHL1800_HL_0169.png,HL Dataset,positive
F0267,PHL1800_HAIV_0170,final_selection_1800/images/haivmet/PHL1800_HAIV_0170.png,HAIVMet,positive
F0268,PHL1800_HAIV_0211,final_selection_1800/images/haivmet/PHL1800_HAIV_0211.png,HAIVMet,positive
F0269,PHL1800_IRFL_0437,final_selection_1800/images/irfl/PHL1800_IRFL_0437.jpg,IRFL,boundary
F0270,PHL1800_HL_0543,final_selection_1800/images/hl/PHL1800_HL_0543.png,HL Dataset,boundary
F0271,PHL1800_HAIV_0336,final_selection_1800/images/haivmet/PHL1800_HAIV_0336.png,HAIVMet,positive
F0272,PHL1800_HAIV_0502,final_selection_1800/images/haivmet/PHL1800_HAIV_0502.png,HAIVMet,positive
F0273,PHL1800_HL_0252,final_selection_1800/images/hl/PHL1800_HL_0252.png,HL Dataset,positive
F0274,PHL1800_HL_0447,final_selection_1800/images/hl/PHL1800_HL_0447.png,HL Dataset,positive
F0275,PHL1800_HL_0479,final_selection_1800/images/hl/PHL1800_HL_0479.png,HL Dataset,positive
F0276,PHL1800_HL_0202,final_selection_1800/images/hl/PHL1800_HL_0202.png,HL Dataset,positive
F0277,PHL1800_HAIV_0479,final_selection_1800/images/haivmet/PHL1800_HAIV_0479.png,HAIVMet,positive
F0278,PHL1800_MM_0124,final_selection_1800/images/mm_moral/PHL1800_MM_0124.jpg,MM-MoralBench,positive
F0279,PHL1800_HAIV_0166,final_selection_1800/images/haivmet/PHL1800_HAIV_0166.png,HAIVMet,positive
F0280,PHL1800_HAIV_0419,final_selection_1800/images/haivmet/PHL1800_HAIV_0419.png,HAIVMet,positive
F0281,PHL1800_HAIV_0168,final_selection_1800/images/haivmet/PHL1800_HAIV_0168.png,HAIVMet,positive
F0282,PHL1800_IRFL_0204,final_selection_1800/images/irfl/PHL1800_IRFL_0204.jpg,IRFL,positive
F0283,PHL1800_HAIV_0295,final_selection_1800/images/haivmet/PHL1800_HAIV_0295.png,HAIVMet,positive
F0284,PHL1800_MM_0030,final_selection_1800/images/mm_moral/PHL1800_MM_0030.jpg,MM-MoralBench,positive
F0285,PHL1800_HL_0249,final_selection_1800/images/hl/PHL1800_HL_0249.png,HL Dataset,positive
F0286,PHL1800_IRFL_0327,final_selection_1800/images/irfl/PHL1800_IRFL_0327.jpg,IRFL,positive
F0287,PHL1800_HAIV_0435,final_selection_1800/images/haivmet/PHL1800_HAIV_0435.png,HAIVMet,positive
F0288,PHL1800_HAIV_0041,final_selection_1800/images/haivmet/PHL1800_HAIV_0041.png,HAIVMet,positive
F0289,PHL1800_IRFL_0339,final_selection_1800/images/irfl/PHL1800_IRFL_0339.jpg,IRFL,positive
F0290,PHL1800_IRFL_0064,final_selection_1800/images/irfl/PHL1800_IRFL_0064.jpg,IRFL,positive
F0291,PHL1800_IRFL_0003,final_selection_1800/images/irfl/PHL1800_IRFL_0003.jpg,IRFL,positive
F0292,PHL1800_HAIV_0374,final_selection_1800/images/haivmet/PHL1800_HAIV_0374.png,HAIVMet,positive
F0293,PHL1800_IRFL_0145,final_selection_1800/images/irfl/PHL1800_IRFL_0145.jpg,IRFL,positive
F0294,PHL1800_HAIV_0167,final_selection_1800/images/haivmet/PHL1800_HAIV_0167.png,HAIVMet,positive
F0295,PHL1800_MM_0033,final_selection_1800/images/mm_moral/PHL1800_MM_0033.jpg,MM-MoralBench,positive
F0296,PHL1800_IRFL_0171,final_selection_1800/images/irfl/PHL1800_IRFL_0171.jpg,IRFL,positive
F0297,PHL1800_IRFL_0326,final_selection_1800/images/irfl/PHL1800_IRFL_0326.jpg,IRFL,positive
F0298,PHL1800_HL_0050,final_selection_1800/images/hl/PHL1800_HL_0050.png,HL Dataset,positive
F0299,PHL1800_HAIV_0059,final_selection_1800/images/haivmet/PHL1800_HAIV_0059.png,HAIVMet,positive
F0300,PHL1800_HL_0187,final_selection_1800/images/hl/PHL1800_HL_0187.png,HL Dataset,positive
F0301,PHL1800_HAIV_0483,final_selection_1800/images/haivmet/PHL1800_HAIV_0483.png,HAIVMet,positive
F0302,PHL1800_HL_0026,final_selection_1800/images/hl/PHL1800_HL_0026.png,HL Dataset,positive
F0303,PHL1800_HL_0517,final_selection_1800/images/hl/PHL1800_HL_0517.png,HL Dataset,boundary
F0304,PHL1800_IRFL_0165,final_selection_1800/images/irfl/PHL1800_IRFL_0165.jpg,IRFL,positive
F0305,PHL1800_HL_0503,final_selection_1800/images/hl/PHL1800_HL_0503.png,HL Dataset,boundary
F0306,PHL1800_HAIV_0083,final_selection_1800/images/haivmet/PHL1800_HAIV_0083.png,HAIVMet,positive
F0307,PHL1800_HAIV_0495,final_selection_1800/images/haivmet/PHL1800_HAIV_0495.png,HAIVMet,positive
F0308,PHL1800_HL_0319,final_selection_1800/images/hl/PHL1800_HL_0319.png,HL Dataset,positive
F0309,PHL1800_HL_0566,final_selection_1800/images/hl/PHL1800_HL_0566.png,HL Dataset,boundary
F0310,PHL1800_IRFL_0164,final_selection_1800/images/irfl/PHL1800_IRFL_0164.jpg,IRFL,positive
F0311,PHL1800_HAIV_0365,final_selection_1800/images/haivmet/PHL1800_HAIV_0365.png,HAIVMet,positive
F0312,PHL1800_HAIV_0494,final_selection_1800/images/haivmet/PHL1800_HAIV_0494.png,HAIVMet,positive
F0313,PHL1800_HL_0426,final_selection_1800/images/hl/PHL1800_HL_0426.png,HL Dataset,positive
F0314,PHL1800_HAIV_0406,final_selection_1800/images/haivmet/PHL1800_HAIV_0406.png,HAIVMet,positive
F0315,PHL1800_HAIV_0449,final_selection_1800/images/haivmet/PHL1800_HAIV_0449.png,HAIVMet,positive
F0316,PHL1800_IRFL_0163,final_selection_1800/images/irfl/PHL1800_IRFL_0163.jpg,IRFL,positive
F0317,PHL1800_IRFL_0337,final_selection_1800/images/irfl/PHL1800_IRFL_0337.jpg,IRFL,positive
F0318,PHL1800_HL_0538,final_selection_1800/images/hl/PHL1800_HL_0538.png,HL Dataset,boundary
F0319,PHL1800_MM_0046,final_selection_1800/images/mm_moral/PHL1800_MM_0046.jpg,MM-MoralBench,positive
F0320,PHL1800_HL_0291,final_selection_1800/images/hl/PHL1800_HL_0291.png,HL Dataset,positive
F0321,PHL1800_HAIV_0251,final_selection_1800/images/haivmet/PHL1800_HAIV_0251.png,HAIVMet,positive
F0322,PHL1800_HAIV_0317,final_selection_1800/images/haivmet/PHL1800_HAIV_0317.png,HAIVMet,positive
F0323,PHL1800_MM_0024,final_selection_1800/images/mm_moral/PHL1800_MM_0024.jpg,MM-MoralBench,positive
F0324,PHL1800_MM_0080,final_selection_1800/images/mm_moral/PHL1800_MM_0080.jpg,MM-MoralBench,positive
F0325,PHL1800_HAIV_0385,final_selection_1800/images/haivmet/PHL1800_HAIV_0385.png,HAIVMet,positive
F0326,PHL1800_MM_0084,final_selection_1800/images/mm_moral/PHL1800_MM_0084.jpg,MM-MoralBench,positive
F0327,PHL1800_HAIV_0391,final_selection_1800/images/haivmet/PHL1800_HAIV_0391.png,HAIVMet,positive
F0328,PHL1800_HL_0036,final_selection_1800/images/hl/PHL1800_HL_0036.png,HL Dataset,positive
F0329,PHL1800_IRFL_0246,final_selection_1800/images/irfl/PHL1800_IRFL_0246.jpg,IRFL,positive
F0330,PHL1800_HAIV_0234,final_selection_1800/images/haivmet/PHL1800_HAIV_0234.png,HAIVMet,positive
F0331,PHL1800_IRFL_0279,final_selection_1800/images/irfl/PHL1800_IRFL_0279.jpg,IRFL,positive
F0332,PHL1800_IRFL_0291,final_selection_1800/images/irfl/PHL1800_IRFL_0291.jpg,IRFL,positive
F0333,PHL1800_IRFL_0443,final_selection_1800/images/irfl/PHL1800_IRFL_0443.jpg,IRFL,boundary
F0334,PHL1800_IRFL_0243,final_selection_1800/images/irfl/PHL1800_IRFL_0243.jpg,IRFL,positive
F0335,PHL1800_IRFL_0330,final_selection_1800/images/irfl/PHL1800_IRFL_0330.jpg,IRFL,positive
F0336,PHL1800_MM_0085,final_selection_1800/images/mm_moral/PHL1800_MM_0085.jpg,MM-MoralBench,positive
F0337,PHL1800_IRFL_0118,final_selection_1800/images/irfl/PHL1800_IRFL_0118.jpg,IRFL,positive
F0338,PHL1800_IRFL_0213,final_selection_1800/images/irfl/PHL1800_IRFL_0213.jpg,IRFL,positive
F0339,PHL1800_IRFL_0187,final_selection_1800/images/irfl/PHL1800_IRFL_0187.jpg,IRFL,positive
F0340,PHL1800_MM_0053,final_selection_1800/images/mm_moral/PHL1800_MM_0053.jpg,MM-MoralBench,positive
F0341,PHL1800_IRFL_0492,final_selection_1800/images/irfl/PHL1800_IRFL_0492.jpg,IRFL,boundary
F0342,PHL1800_HAIV_0326,final_selection_1800/images/haivmet/PHL1800_HAIV_0326.png,HAIVMet,positive
F0343,PHL1800_HL_0362,final_selection_1800/images/hl/PHL1800_HL_0362.png,HL Dataset,positive
F0344,PHL1800_HL_0290,final_selection_1800/images/hl/PHL1800_HL_0290.png,HL Dataset,positive
F0345,PHL1800_HAIV_0530,final_selection_1800/images/haivmet/PHL1800_HAIV_0530.png,HAIVMet,positive
F0346,PHL1800_MM_0067,final_selection_1800/images/mm_moral/PHL1800_MM_0067.jpg,MM-MoralBench,positive
F0347,PHL1800_HL_0298,final_selection_1800/images/hl/PHL1800_HL_0298.png,HL Dataset,positive
F0348,PHL1800_IRFL_0224,final_selection_1800/images/irfl/PHL1800_IRFL_0224.jpg,IRFL,positive
F0349,PHL1800_HAIV_0503,final_selection_1800/images/haivmet/PHL1800_HAIV_0503.png,HAIVMet,positive
F0350,PHL1800_IRFL_0363,final_selection_1800/images/irfl/PHL1800_IRFL_0363.jpg,IRFL,positive
F0351,PHL1800_HAIV_0001,final_selection_1800/images/haivmet/PHL1800_HAIV_0001.png,HAIVMet,positive
F0352,PHL1800_HAIV_0411,final_selection_1800/images/haivmet/PHL1800_HAIV_0411.png,HAIVMet,positive
F0353,PHL1800_HL_0445,final_selection_1800/images/hl/PHL1800_HL_0445.png,HL Dataset,positive
F0354,PHL1800_HAIV_0196,final_selection_1800/images/haivmet/PHL1800_HAIV_0196.png,HAIVMet,positive
F0355,PHL1800_HAIV_0373,final_selection_1800/images/haivmet/PHL1800_HAIV_0373.png,HAIVMet,positive
F0356,PHL1800_IRFL_0117,final_selection_1800/images/irfl/PHL1800_IRFL_0117.jpg,IRFL,positive
F0357,PHL1800_IRFL_0046,final_selection_1800/images/irfl/PHL1800_IRFL_0046.jpg,IRFL,positive
F0358,PHL1800_IRFL_0024,final_selection_1800/images/irfl/PHL1800_IRFL_0024.jpg,IRFL,positive
F0359,PHL1800_IRFL_0034,final_selection_1800/images/irfl/PHL1800_IRFL_0034.jpg,IRFL,positive
F0360,PHL1800_IRFL_0102,final_selection_1800/images/irfl/PHL1800_IRFL_0102.jpg,IRFL,positive
F0361,PHL1800_HAIV_0259,final_selection_1800/images/haivmet/PHL1800_HAIV_0259.png,HAIVMet,positive
F0362,PHL1800_HL_0565,final_selection_1800/images/hl/PHL1800_HL_0565.png,HL Dataset,boundary
F0363,PHL1800_HL_0425,final_selection_1800/images/hl/PHL1800_HL_0425.png,HL Dataset,positive
F0364,PHL1800_IRFL_0211,final_selection_1800/images/irfl/PHL1800_IRFL_0211.jpg,IRFL,positive
F0365,PHL1800_HAIV_0249,final_selection_1800/images/haivmet/PHL1800_HAIV_0249.png,HAIVMet,positive
F0366,PHL1800_HL_0206,final_selection_1800/images/hl/PHL1800_HL_0206.png,HL Dataset,positive
F0367,PHL1800_HL_0219,final_selection_1800/images/hl/PHL1800_HL_0219.png,HL Dataset,positive
F0368,PHL1800_HL_0119,final_selection_1800/images/hl/PHL1800_HL_0119.png,HL Dataset,positive
F0369,PHL1800_IRFL_0086,final_selection_1800/images/irfl/PHL1800_IRFL_0086.jpg,IRFL,positive
F0370,PHL1800_HL_0190,final_selection_1800/images/hl/PHL1800_HL_0190.png,HL Dataset,positive
F0371,PHL1800_HL_0142,final_selection_1800/images/hl/PHL1800_HL_0142.png,HL Dataset,positive
F0372,PHL1800_IRFL_0489,final_selection_1800/images/irfl/PHL1800_IRFL_0489.jpg,IRFL,boundary
F0373,PHL1800_HL_0324,final_selection_1800/images/hl/PHL1800_HL_0324.png,HL Dataset,positive
F0374,PHL1800_HL_0377,final_selection_1800/images/hl/PHL1800_HL_0377.png,HL Dataset,positive
F0375,PHL1800_IRFL_0478,final_selection_1800/images/irfl/PHL1800_IRFL_0478.jpg,IRFL,boundary
F0376,PHL1800_HL_0444,final_selection_1800/images/hl/PHL1800_HL_0444.png,HL Dataset,positive
F0377,PHL1800_HL_0312,final_selection_1800/images/hl/PHL1800_HL_0312.png,HL Dataset,positive
F0378,PHL1800_HL_0512,final_selection_1800/images/hl/PHL1800_HL_0512.png,HL Dataset,boundary
F0379,PHL1800_HAIV_0143,final_selection_1800/images/haivmet/PHL1800_HAIV_0143.png,HAIVMet,positive
F0380,PHL1800_HL_0551,final_selection_1800/images/hl/PHL1800_HL_0551.png,HL Dataset,boundary
F0381,PHL1800_HL_0239,final_selection_1800/images/hl/PHL1800_HL_0239.png,HL Dataset,positive
F0382,PHL1800_IRFL_0122,final_selection_1800/images/irfl/PHL1800_IRFL_0122.jpg,IRFL,positive
F0383,PHL1800_IRFL_0428,final_selection_1800/images/irfl/PHL1800_IRFL_0428.jpg,IRFL,boundary
F0384,PHL1800_HL_0326,final_selection_1800/images/hl/PHL1800_HL_0326.png,HL Dataset,positive
F0385,PHL1800_IRFL_0453,final_selection_1800/images/irfl/PHL1800_IRFL_0453.jpg,IRFL,boundary
F0386,PHL1800_HAIV_0354,final_selection_1800/images/haivmet/PHL1800_HAIV_0354.png,HAIVMet,positive
F0387,PHL1800_HAIV_0003,final_selection_1800/images/haivmet/PHL1800_HAIV_0003.png,HAIVMet,positive
F0388,PHL1800_HL_0356,final_selection_1800/images/hl/PHL1800_HL_0356.png,HL Dataset,positive
F0389,PHL1800_IRFL_0104,final_selection_1800/images/irfl/PHL1800_IRFL_0104.jpg,IRFL,positive
F0390,PHL1800_HL_0272,final_selection_1800/images/hl/PHL1800_HL_0272.png,HL Dataset,positive
F0391,PHL1800_HL_0276,final_selection_1800/images/hl/PHL1800_HL_0276.png,HL Dataset,positive
F0392,PHL1800_HL_0390,final_selection_1800/images/hl/PHL1800_HL_0390.png,HL Dataset,positive
F0393,PHL1800_HL_0488,final_selection_1800/images/hl/PHL1800_HL_0488.png,HL Dataset,positive
F0394,PHL1800_HAIV_0067,final_selection_1800/images/haivmet/PHL1800_HAIV_0067.png,HAIVMet,positive
F0395,PHL1800_HAIV_0388,final_selection_1800/images/haivmet/PHL1800_HAIV_0388.png,HAIVMet,positive
F0396,PHL1800_IRFL_0293,final_selection_1800/images/irfl/PHL1800_IRFL_0293.jpg,IRFL,positive
F0397,PHL1800_IRFL_0308,final_selection_1800/images/irfl/PHL1800_IRFL_0308.jpg,IRFL,positive
F0398,PHL1800_IRFL_0464,final_selection_1800/images/irfl/PHL1800_IRFL_0464.jpg,IRFL,boundary
F0399,PHL1800_IRFL_0402,final_selection_1800/images/irfl/PHL1800_IRFL_0402.jpg,IRFL,positive
F0400,PHL1800_HAIV_0115,final_selection_1800/images/haivmet/PHL1800_HAIV_0115.png,HAIVMet,positive
F0401,PHL1800_MM_0078,final_selection_1800/images/mm_moral/PHL1800_MM_0078.jpg,MM-MoralBench,positive
F0402,PHL1800_HL_0180,final_selection_1800/images/hl/PHL1800_HL_0180.png,HL Dataset,positive
F0403,PHL1800_IRFL_0038,final_selection_1800/images/irfl/PHL1800_IRFL_0038.jpg,IRFL,positive
F0404,PHL1800_HAIV_0327,final_selection_1800/images/haivmet/PHL1800_HAIV_0327.png,HAIVMet,positive
F0405,PHL1800_HL_0385,final_selection_1800/images/hl/PHL1800_HL_0385.png,HL Dataset,positive
F0406,PHL1800_IRFL_0042,final_selection_1800/images/irfl/PHL1800_IRFL_0042.jpg,IRFL,positive
F0407,PHL1800_IRFL_0284,final_selection_1800/images/irfl/PHL1800_IRFL_0284.jpg,IRFL,positive
F0408,PHL1800_HAIV_0028,final_selection_1800/images/haivmet/PHL1800_HAIV_0028.png,HAIVMet,positive
F0409,PHL1800_HL_0266,final_selection_1800/images/hl/PHL1800_HL_0266.png,HL Dataset,positive
F0410,PHL1800_HL_0415,final_selection_1800/images/hl/PHL1800_HL_0415.png,HL Dataset,positive
F0411,PHL1800_HAIV_0260,final_selection_1800/images/haivmet/PHL1800_HAIV_0260.png,HAIVMet,positive
F0412,PHL1800_MM_0049,final_selection_1800/images/mm_moral/PHL1800_MM_0049.jpg,MM-MoralBench,positive
F0413,PHL1800_IRFL_0126,final_selection_1800/images/irfl/PHL1800_IRFL_0126.jpg,IRFL,positive
F0414,PHL1800_HL_0367,final_selection_1800/images/hl/PHL1800_HL_0367.png,HL Dataset,positive
F0415,PHL1800_HAIV_0208,final_selection_1800/images/haivmet/PHL1800_HAIV_0208.png,HAIVMet,positive
F0416,PHL1800_HAIV_0350,final_selection_1800/images/haivmet/PHL1800_HAIV_0350.png,HAIVMet,positive
F0417,PHL1800_HL_0295,final_selection_1800/images/hl/PHL1800_HL_0295.png,HL Dataset,positive
F0418,PHL1800_HAIV_0121,final_selection_1800/images/haivmet/PHL1800_HAIV_0121.png,HAIVMet,positive
F0419,PHL1800_HL_0073,final_selection_1800/images/hl/PHL1800_HL_0073.png,HL Dataset,positive
F0420,PHL1800_IRFL_0132,final_selection_1800/images/irfl/PHL1800_IRFL_0132.jpg,IRFL,positive
F0421,PHL1800_IRFL_0214,final_selection_1800/images/irfl/PHL1800_IRFL_0214.jpg,IRFL,positive
F0422,PHL1800_HL_0429,final_selection_1800/images/hl/PHL1800_HL_0429.png,HL Dataset,positive
F0423,PHL1800_HAIV_0481,final_selection_1800/images/haivmet/PHL1800_HAIV_0481.png,HAIVMet,positive
F0424,PHL1800_IRFL_0427,final_selection_1800/images/irfl/PHL1800_IRFL_0427.jpg,IRFL,boundary
F0425,PHL1800_HL_0218,final_selection_1800/images/hl/PHL1800_HL_0218.png,HL Dataset,positive
F0426,PHL1800_IRFL_0408,final_selection_1800/images/irfl/PHL1800_IRFL_0408.jpg,IRFL,positive
F0427,PHL1800_IRFL_0063,final_selection_1800/images/irfl/PHL1800_IRFL_0063.jpg,IRFL,positive
F0428,PHL1800_HL_0533,final_selection_1800/images/hl/PHL1800_HL_0533.png,HL Dataset,boundary
F0429,PHL1800_IRFL_0076,final_selection_1800/images/irfl/PHL1800_IRFL_0076.jpg,IRFL,positive
F0430,PHL1800_HAIV_0050,final_selection_1800/images/haivmet/PHL1800_HAIV_0050.png,HAIVMet,positive
F0431,PHL1800_HAIV_0403,final_selection_1800/images/haivmet/PHL1800_HAIV_0403.png,HAIVMet,positive
F0432,PHL1800_HAIV_0177,final_selection_1800/images/haivmet/PHL1800_HAIV_0177.png,HAIVMet,positive
F0433,PHL1800_HL_0395,final_selection_1800/images/hl/PHL1800_HL_0395.png,HL Dataset,positive
F0434,PHL1800_HL_0576,final_selection_1800/images/hl/PHL1800_HL_0576.png,HL Dataset,boundary
F0435,PHL1800_IRFL_0498,final_selection_1800/images/irfl/PHL1800_IRFL_0498.jpg,IRFL,boundary
F0436,PHL1800_MM_0142,final_selection_1800/images/mm_moral/PHL1800_MM_0142.jpg,MM-MoralBench,positive
F0437,PHL1800_HAIV_0458,final_selection_1800/images/haivmet/PHL1800_HAIV_0458.png,HAIVMet,positive
F0438,PHL1800_MM_0045,final_selection_1800/images/mm_moral/PHL1800_MM_0045.jpg,MM-MoralBench,positive
F0439,PHL1800_HL_0038,final_selection_1800/images/hl/PHL1800_HL_0038.png,HL Dataset,positive
F0440,PHL1800_HAIV_0417,final_selection_1800/images/haivmet/PHL1800_HAIV_0417.png,HAIVMet,positive
F0441,PHL1800_HL_0146,final_selection_1800/images/hl/PHL1800_HL_0146.png,HL Dataset,positive
F0442,PHL1800_IRFL_0067,final_selection_1800/images/irfl/PHL1800_IRFL_0067.jpg,IRFL,positive
F0443,PHL1800_HL_0240,final_selection_1800/images/hl/PHL1800_HL_0240.png,HL Dataset,positive
F0444,PHL1800_IRFL_0328,final_selection_1800/images/irfl/PHL1800_IRFL_0328.jpg,IRFL,positive
F0445,PHL1800_IRFL_0452,final_selection_1800/images/irfl/PHL1800_IRFL_0452.jpg,IRFL,boundary
F0446,PHL1800_MM_0025,final_selection_1800/images/mm_moral/PHL1800_MM_0025.jpg,MM-MoralBench,positive
F0447,PHL1800_HL_0489,final_selection_1800/images/hl/PHL1800_HL_0489.png,HL Dataset,positive
F0448,PHL1800_HL_0112,final_selection_1800/images/hl/PHL1800_HL_0112.png,HL Dataset,positive
F0449,PHL1800_HAIV_0297,final_selection_1800/images/haivmet/PHL1800_HAIV_0297.png,HAIVMet,positive
F0450,PHL1800_HL_0015,final_selection_1800/images/hl/PHL1800_HL_0015.png,HL Dataset,positive
F0451,PHL1800_HL_0553,final_selection_1800/images/hl/PHL1800_HL_0553.png,HL Dataset,boundary
F0452,PHL1800_HAIV_0438,final_selection_1800/images/haivmet/PHL1800_HAIV_0438.png,HAIVMet,positive
F0453,PHL1800_HL_0570,final_selection_1800/images/hl/PHL1800_HL_0570.png,HL Dataset,boundary
F0454,PHL1800_HL_0421,final_selection_1800/images/hl/PHL1800_HL_0421.png,HL Dataset,positive
F0455,PHL1800_HAIV_0123,final_selection_1800/images/haivmet/PHL1800_HAIV_0123.png,HAIVMet,positive
F0456,PHL1800_HL_0547,final_selection_1800/images/hl/PHL1800_HL_0547.png,HL Dataset,boundary
F0457,PHL1800_HAIV_0469,final_selection_1800/images/haivmet/PHL1800_HAIV_0469.png,HAIVMet,positive
F0458,PHL1800_HL_0042,final_selection_1800/images/hl/PHL1800_HL_0042.png,HL Dataset,positive
F0459,PHL1800_HL_0257,final_selection_1800/images/hl/PHL1800_HL_0257.png,HL Dataset,positive
F0460,PHL1800_HL_0456,final_selection_1800/images/hl/PHL1800_HL_0456.png,HL Dataset,positive
F0461,PHL1800_HL_0088,final_selection_1800/images/hl/PHL1800_HL_0088.png,HL Dataset,positive
F0462,PHL1800_HAIV_0091,final_selection_1800/images/haivmet/PHL1800_HAIV_0091.png,HAIVMet,positive
F0463,PHL1800_HAIV_0550,final_selection_1800/images/haivmet/PHL1800_HAIV_0550.png,HAIVMet,positive
F0464,PHL1800_IRFL_0069,final_selection_1800/images/irfl/PHL1800_IRFL_0069.jpg,IRFL,positive
F0465,PHL1800_HL_0600,final_selection_1800/images/hl/PHL1800_HL_0600.png,HL Dataset,boundary
F0466,PHL1800_HL_0502,final_selection_1800/images/hl/PHL1800_HL_0502.png,HL Dataset,boundary
F0467,PHL1800_HL_0530,final_selection_1800/images/hl/PHL1800_HL_0530.png,HL Dataset,boundary
F0468,PHL1800_IRFL_0113,final_selection_1800/images/irfl/PHL1800_IRFL_0113.jpg,IRFL,positive
F0469,PHL1800_HAIV_0470,final_selection_1800/images/haivmet/PHL1800_HAIV_0470.png,HAIVMet,positive
F0470,PHL1800_IRFL_0105,final_selection_1800/images/irfl/PHL1800_IRFL_0105.jpg,IRFL,positive
F0471,PHL1800_HAIV_0026,final_selection_1800/images/haivmet/PHL1800_HAIV_0026.png,HAIVMet,positive
F0472,PHL1800_HAIV_0421,final_selection_1800/images/haivmet/PHL1800_HAIV_0421.png,HAIVMet,positive
F0473,PHL1800_HL_0011,final_selection_1800/images/hl/PHL1800_HL_0011.png,HL Dataset,positive
F0474,PHL1800_IRFL_0011,final_selection_1800/images/irfl/PHL1800_IRFL_0011.jpg,IRFL,positive
F0475,PHL1800_IRFL_0410,final_selection_1800/images/irfl/PHL1800_IRFL_0410.jpg,IRFL,positive
F0476,PHL1800_HL_0001,final_selection_1800/images/hl/PHL1800_HL_0001.png,HL Dataset,positive
F0477,PHL1800_IRFL_0435,final_selection_1800/images/irfl/PHL1800_IRFL_0435.jpg,IRFL,boundary
F0478,PHL1800_HL_0091,final_selection_1800/images/hl/PHL1800_HL_0091.png,HL Dataset,positive
F0479,PHL1800_HL_0391,final_selection_1800/images/hl/PHL1800_HL_0391.png,HL Dataset,positive
F0480,PHL1800_HL_0143,final_selection_1800/images/hl/PHL1800_HL_0143.png,HL Dataset,positive
F0481,PHL1800_HL_0458,final_selection_1800/images/hl/PHL1800_HL_0458.png,HL Dataset,positive
F0482,PHL1800_HL_0062,final_selection_1800/images/hl/PHL1800_HL_0062.png,HL Dataset,positive
F0483,PHL1800_HL_0071,final_selection_1800/images/hl/PHL1800_HL_0071.png,HL Dataset,positive
F0484,PHL1800_IRFL_0235,final_selection_1800/images/irfl/PHL1800_IRFL_0235.jpg,IRFL,positive
F0485,PHL1800_HAIV_0031,final_selection_1800/images/haivmet/PHL1800_HAIV_0031.png,HAIVMet,positive
F0486,PHL1800_HAIV_0055,final_selection_1800/images/haivmet/PHL1800_HAIV_0055.png,HAIVMet,positive
F0487,PHL1800_HAIV_0333,final_selection_1800/images/haivmet/PHL1800_HAIV_0333.png,HAIVMet,positive
F0488,PHL1800_IRFL_0436,final_selection_1800/images/irfl/PHL1800_IRFL_0436.jpg,IRFL,boundary
F0489,PHL1800_HAIV_0153,final_selection_1800/images/haivmet/PHL1800_HAIV_0153.png,HAIVMet,positive
F0490,PHL1800_IRFL_0121,final_selection_1800/images/irfl/PHL1800_IRFL_0121.jpg,IRFL,positive
F0491,PHL1800_IRFL_0324,final_selection_1800/images/irfl/PHL1800_IRFL_0324.jpg,IRFL,positive
